,Comment,mean,cleaned,cleaned 2,final cleaned,Human Annotation
815,thank you for your very clear and helpful explanation,,-1,0,-1,
816,good quality video,,-1,0,-1,
817,hi i want to subscribe to dropbox i copied the link on your video but when i paste it into the browser it only brings me back to your you tube vid,,-1,0,-1,
818,how did you learn so much about these program in such detail,,-1,0,-1,
819,can i edit the file on the dropbox without downloading,,-1,0,-1,
820,thanks for sharing the video,,-1,0,-1,
821,thank you i ii begin starting dropbox it is very useful please keep going,,-1,0,-1,
822,,,-1,0,-1,
823,,,-1,0,-1,
824,,,-1,0,-1,
825,house123,,-1,0,-1,
826,dropbox,,-1,0,-1,
827,,,-1,0,-1,
828,dropbox,,-1,0,-1,
829,pdf,,-1,0,-1,
830,,,-1,0,-1,
831,,,-1,0,-1,
832,html cs,,-1,0,-1,
833,,,-1,0,-1,
834,,,-1,0,-1,
835,,,-1,0,-1,
836,dropbox,,-1,0,-1,
837,,,-1,0,-1,
838,,,-1,0,-1,
839,,,-1,0,-1,
840,,,-1,0,-1,
841,,,-1,0,-1,
842,,,-1,0,-1,
843,,,-1,0,-1,
844,qr code,,-1,0,-1,
845,,,-1,0,-1,
846,,,-1,0,-1,
847,,,-1,0,-1,
848,,,-1,0,-1,
849,,,-1,0,-1,
850,,,-1,0,-1,
851,,,-1,0,-1,
852,,,-1,0,-1,
853,100 100,,-1,0,-1,
854,100percent,,-1,0,-1,
855,,,-1,0,-1,
856,,,-1,0,-1,
857,,,-1,0,-1,
858,thanx,,-1,0,-1,
859,percent,,-1,0,-1,
860,,,-1,0,-1,
861,,,-1,0,-1,
862,,,-1,0,-1,
863,,,-1,0,-1,
864,,,-1,0,-1,
865,,,-1,0,-1,
866,,,-1,0,-1,
867,,,-1,0,-1,
868,,,-1,0,-1,
869,,,-1,0,-1,
870,,,-1,0,-1,
871,,,-1,0,-1,
872,,,-1,0,-1,
873,,,-1,0,-1,
874,,,-1,0,-1,
875,,,-1,0,-1,
876,,,-1,0,-1,
877,,,-1,0,-1,
878,,,-1,0,-1,
879,,,-1,0,-1,
880,,,-1,0,-1,
881,,,-1,0,-1,
882,dropbox,,-1,0,-1,
883,,,-1,0,-1,
884,,,-1,0,-1,
885,yasmine ben dz,,-1,0,-1,
886,,,-1,0,-1,
887,,,-1,0,-1,
888,,,-1,0,-1,
889,,,-1,0,-1,
890,,,-1,0,-1,
891,,,-1,0,-1,
892,monji ghanem,,-1,0,-1,
893,lo lo unlink,,-1,0,-1,
894,,,-1,0,-1,
895,sacher abdul aal,,-1,0,-1,
896,,,-1,0,-1,
897,s alb,,-1,0,-1,
898,,,-1,0,-1,
899,samir taliani,,-1,0,-1,
900,,,-1,0,-1,
901,,,-1,0,-1,
902,,,-1,0,-1,
903,,,-1,0,-1,
904,,,-1,0,-1,
905,,,-1,0,-1,
906,,,-1,0,-1,
907,,,-1,0,-1,
908,,,-1,0,-1,
909,,,-1,0,-1,
910,2,,-1,0,-1,
911,mustafa alstouhy 2,,-1,0,-1,
912,how to create a dynamic search suggestion drop down list in excel also you can search about the same in youtube it is avilable but not clear a your way,,-1,0,-1,
913,input field not drop down list,,-1,0,-1,
914,i want to know if you explain vb or other program language which is easy,,-1,0,-1,
915,,,-1,0,-1,
916,,,-1,0,-1,
917,monji ghanem,,-1,0,-1,
918,,,-1,0,-1,
919,,,-1,0,-1,
920,,,-1,0,-1,
921,,,-1,0,-1,
922,,,-1,0,-1,
923,worst experience with dropbox thy disable my paid account i lost my personal data even thy can not reply of my email,,-1,0,-1,
924,pe of 10 now i have held dropbox in the past will surely play a bit of trading with dropbox,,-1,0,-1,
925,i am in,,-1,0,-1,
926,you buying dropbox now,,-1,0,-1,
927,maybeeeee,,-1,0,-1,
928,hi can you analyze visa stock,,-1,0,-1,
929,it always shock me that people just overlook dropbox definitely one of my favorite company,,-1,0,-1,
930,thank you liked,,-1,0,-1,
931,sbc still too high adjust fcf with that and not looking that compelling,,-1,0,-1,
932,axel andersson adjusted,,-1,0,-1,
933,there wa a 400million one time tax benefit in q4,,-1,0,-1,
934,true i agree jonathan to much sbc and net income is impacted by one time item,,-1,0,-1,
935,i did net income is fine but they need to offset new sbc share count with shareholder fcf not paying 5 6percent real fcf yield for a slow grow stock with current 5percent treasury rate but i rekon it a great acquisition candidate,,-1,0,-1,
936,seems like you have not watched the entire video i used net income for a reason,,-1,0,-1,
937,thanks a lot to give u real option for trader,,-1,0,-1,
938,you need to see dq valuation you will be surprised,,-1,0,-1,
939,the patient investor haha is trading below tangible bv i think it worth a small bet imo i know the risk is there china but the risk reward ratio is huge,,-1,0,-1,
940,i used to own it year ago,,-1,0,-1,
941,thank you,,-1,0,-1,
942,i like dropbox but only below dollar20 which ha been easy money,,-1,0,-1,
943,interesting if they could just boost the number of paid subscriber,,-1,0,-1,
944,my portfolio amp discord,,-1,0,-1,
945,thank you for watching this video and many of my others we are totally crowd funded if you are able to support u you can at paypal tylerfeller cashapp dollartylerfeller22 venmo tyler feller thank you for your kindness,,-1,0,-1,
946,and again maybe she had more thing than everybody else and that is why it is not a big deal why is this a big deal at i mean i am not getting it,,-1,0,-1,
947,in a nutshell we are talking about sex date that escalated into murder,,-1,0,-1,
948,it is well known that snapchat is an inofficial cheating app because no one expects it there you go madison,,-1,0,-1,
949,so kaylee and maddie were social butterfly aka sexting little cheater why else would they have boyfriend and tinder at the same time 3 week of seperation do not count,,-1,0,-1,
950,your awesome,,-1,0,-1,
951,kaylee and ethan,,-1,0,-1,
952,redacted dm bf and bc,,-1,0,-1,
953,seems like shit hole pa car and touch dna from sheath is how they got to bk honestly if they have victim dna on any property of bk recovered in the search warrant he is done i can see how some of the sleuth are seeing a set up here but really i want to know did they find blood anywhere on anything outside the house have they found the weapon or evidence he bought it curious mi d want to know what else,,-1,0,-1,
954,affidavit who is alpha david,,-1,0,-1,
955,thanks for info,,-1,0,-1,
956,wa not maddie into a relationship why wa she on tinder,,-1,0,-1,
957,wow great video lot of site reporting this info but not in the depth that you just did great job again tyler,,-1,0,-1,
958,bryan wa not caught in the act of these murder so until the white elantra wa being sought after there are several white and even a light silver one that are in the area look it up brent having one of them bushy eyebrow is not going to cut it being masked is not going to cut it bryan is assumed innocent until proven guilty a much a everyone want to say they have hard evidence but really there is already a reasonable doubt that can be presented i do believe there is a chance he could of done it but not alone not this type of guy brent yes but not bryan,,-1,0,-1,
959,i think it is so strange when people put stuff like this how do you know there is no hard evidence and reasonable doubt ha been established have you ever been part of a criminal or murder case let me give you a look at what prosecution ha that we know from pca in these case you have direct and indirect aka circumstancial evidence let is say someone ask you to prove it is raining direct evidence would be looking out the window with indirect aka circumstancial evidence you can still prove it is raining even if a window doe not exist you could prove rain by people entering the building with a wet umbrella this case is full of circumstantial evidence think of strand of rope the more strand stronger the rope indirect evidence work the same way so let talk about mask bushy eyebrow and importance first we have a sheath found at the crime scene with dna on it belonging to bk this sheath wa used to carry the murder weapon that murdered four people and bk dna wa found on the snap why is this significan not it is significan not because bk dna wa not found just anywhere it wa found on the exact part of the sheath that snapped the knife in or out to use it how did the dna get there bk wa not in house prior to murder so it is not contamination and it is highly unlikely a teacher is assistant full time student ran all over town touching sheath remember bk just moved here a few month back now this lead u to the second piece of evidence eyewitness testimony even if the surviving roommate could not identify the individual what she told authority is significan not before bk wa ever considered a suspect dylan told authority she seen a tall lanky white male with bushy eyebrow and mask leaving the house at the same time the murder took place let is go back to the first piece of evidence guess who fit this description the guy who is dna wa found on the sheath that housed the murder weapon found beside the victim,,-1,0,-1,
960,maybe she is the only one who had yahoo entender which make sense because maddie wa in a good relationship so why would she be on tinder so again everybody is jumping the gun here thinking it wa kaylee who wa the target when again common sense she did not live in the house anymore neither did ethan ethan never live there so if you went to that house who do you think the target would be my brain tell me it wa maddie the only reason anybody think it wa kaylee is because of her dad when he went on the medium to work and he told everybody that is his daughter wa the target,,-1,0,-1,
961,i know why they asked for kaylee is first because the father had everyone thinking she wa the target but she wa not cuz she did not even live in the damn house anymore it wa maddie who wa the target maybe maddie and zaina but definitely maddie definitely not ethan and definitely not kaylee,,-1,0,-1,
962,wow,,-1,0,-1,
963,really appreciate your video and thank you for the time you spend bringing them to u just wanted to let you know,,-1,0,-1,
964,very very interesting information,,-1,0,-1,
965,thanks,,-1,0,-1,
966,can not say anything for certain but you did ask why did they put in different info in any particular order perhaps it is in the order they believe in which the kid were murdered if so it would make sense to go in order of being attacked that horrible early morning of november 13 2023 but i am not an investigator only using a bit of common sense it certainly is not me having anything more than something that make sense to me hopefully we will all learn why and who beyond a reasonable doubt or at least enough to help the family to find some closure also the people both here in our country a well a folk following this mass killing since the story broke to get some kind of closure too at the end of the day my old lady self will never understand the why because everything about this is just wrong a sick mind four young life gone in le than twenty min supposedly by a single man so many question yet currently so very few answer the not knowing is why this story continues to be spoken of here four month later people are killed every day in this country and other country around the world yet it is this story that folk have continued to follow i think folk are trying to understand the why why them kid because a person with a sick mind decided to make it so we all have our opinion i am sure however if bck is found guilty and he stood before all of u and actually told u why he did it we would not know much more than what we knew before that whomever it is that did this is a very sick person a narcissistic very likely person a person that suffers from very bad mental health issue beyond the pale,,-1,0,-1,
967,i noticed it keep being said it conflicting info on if ethan wa found dead on the floor in front of the door or in the bed with zana maybe he wa approached in the hallway or door way his throat slit and stabbed then we know zana wa killed last but what if ethan bleed out slower and after brain left he found a way to get to zana on the bed possibly i believe they were still awake and were approached separately and killed or slashed and stabbed separately this is mainly because of the time frame and that there wa not that much screaming the other two girl were surprised that is why there wa not that much screaming from them but he might of known how to cut there throat to silence them a much a possible i also think it wa so dark that she dylan verily had her door opened just enough to peep out and she did not really know what wa going on she wa up so late nearly 5 am she probably just went back to bed and im slept in until the friend came over and that is why ethan is friend wa the one to find him amp cheek for a pulse if he wa found in or around the bed ethan could have tried to get to zana before he died and might be why the report conflicting,,-1,0,-1,
968,i heard they asked for kaylee is first bc her family told them she wa so gle and went on a date i also heard they did not ask for maddie is snapchat for the same time frame because she deleted her acct,,-1,0,-1,
969,amazing video tyler and great job sleuthie wow,,-1,0,-1,
970,i think it is kaylee bc that wa her last weekend there,,-1,0,-1,
971,in a nutshell we are talking about sex date that escalated into murder,,-1,0,-1,
972,it is well known that snapchat is an inofficial cheating app because no one expects it there you go madison,,-1,0,-1,
973,so kaylee and maddie were social butterfly aka sexting little cheater why else would they have boyfriend and tinder at the same time 3 week of seperation do not count,,-1,0,-1,
974,probably looked into kaylee first because of her wound and the rumour of her having a stalker,,-1,0,-1,
975,my thought they had no suspect until 12 23 what happened just before 12 23 i think but not sure about these date the convenience store gal saw the white elantra drive by turned it in then police ask the public to look for a white elantra which propelled the university guy to cross check all student with a white elantra bk came up fit dm is description and ta da still so happy that bk thought he wa so smart to outwit everyone and one convenience store gal is curiosity did him in,,-1,0,-1,
976,according to le in an interview th chief did he wa a suspect a little over a week after the murder,,-1,0,-1,
977,with all video cam on the street house store u can not hide these day every murder is easily solved thats why u do not have mass serial killer doing it for year like back in the 2000s or earlier i watch alot of id channel lol imagine if that king 1122 party house had an inside camera i know most private house have camera security but i think those student were doing drug and booze underage so prolly not good to have cam,,-1,0,-1,
978,remember there a gag order so i bet they got ton of more stuff on bk treasure trove on his computer phone etc plus they prolly got all the dna stuff from his car and apartment dog hair they know who he dmd on ig all his tinder app stuff prolly had kaylees of page member etc basically all his digital footprint he fukcd lol,,-1,0,-1,
979,why are you so invested in this tyler,,-1,0,-1,
980,thank you tyler,,-1,0,-1,
981,yes you really are an amazing person with heart of gold a i have heard so many others say about you a well i am just so happy and thankful that the lord lead me to your channel there are so many people out there that give their opinion which they state a fact and with you i know what i getting will be the truth when i get a little heated a a result of the fake drama i just stop and remember my favorite prayer the lord is my shepherd i shall not want he maketh me to lie down in green pasture he leadeth me beside the still water is he restoreth my soul he lead me in the path of righteousness for his name sake yea though i walk through the valley of the shadow of death i will fear no evil thy rod and thy staff they comfort me thou prepareth a table before me in the presence of mine enemy thou annoiteth my head with oil my cup runneth over surely goodness and mercy shall follow me all the day of my life and i will dwell in the house of the lord forever amen,,-1,0,-1,
982,all of this will paint a story for the prosecution,,-1,0,-1,
983,your awesome tyler just in case you ever forget,,-1,0,-1,
984,bro no detail have been released thought you had more integrity then this you are lying to your viewer by telling them there are detail do better tyler it wa simply redacted warrant so pathetic,,-1,0,-1,
985,i think they possibly asked for kaylee is first because i believe and i could be wrong that her family unlocked her phone for le pretty much straight away so they knew the apps she had first just a thought,,-1,0,-1,
986,the thing we need to remember is sometimes when these horrible hint happen sometimes we do not get the answer we want,,-1,0,-1,
987,how much money do you make off these video do you think that is fair to me victim and their family your a man of god i wonder what he think,,-1,0,-1,
988,doe anybody know what social medium acct all of the writing by the rodgers person also did not the same rodgers guy also write the manifesto using a similar name only the spelling wa different,,-1,0,-1,
989,you seem to think that filing the other warrant the next day mean something it mean they were busy and requesting a ton of warrant that is it them being processsed and signed off within a few day is totally normal have you ever worked in an office anywhere with a large workload ever heard of a judge only having time to review some warrant one day then getting back to it when they have time the next day lol,,-1,0,-1,
990,,,-1,0,-1,
991,how can ya believe fox news,,-1,0,-1,
992,because they show both side wake up and stop being a follower of hater,,-1,0,-1,
993,wa not maddie in a relationship wonder why she had a tinder,,-1,0,-1,
994,either she wa single and a mistake wa made in reporting or she wa the type of person who doe unsavory thing while in a relationship it could easily be either one,,-1,0,-1,
995,kaylee wa the only single one so maybe thats why they only requested her tinder at first i do not think maddies would have any recent match,,-1,0,-1,
996,everyone forgets that they had other people they were looking into before bk they looked into the two men that were stalking kaylee along with her boyfriend jake and a couple others not everything is all bk lol warrant for certain thing also help corroborate people of interest story it is always important to look at date for a lot of these warrant a lot went out even before bk wa on their radar,,-1,0,-1,
997,maddie wa the target she wa there during the summer when the others were not and kaylee had already left school people are just going by the info kaylee is dad claimed she wa being stalked and then he backtracked i can not see bk stalking her she wa louder and assertive and i think she would have intimidated him maddie would be more the type that would be stalked they started the search on kaylee because her dad talked the most and claimed the most the other victim injury would not be revealed to him so not sure how he can claim his daughter is were worse although i think it would have angered bk to find her in the room with maddie,,-1,0,-1,
998,i read a le statement somewhere that kaylee originally wa not in maddie is room but placed on the bed next to her after the murder,,-1,0,-1,
999,re unknown redacted info the other unnamed person on the lease,,-1,0,-1,
1000,great work tyler,,-1,0,-1,
1001,wa this just released,,-1,0,-1,
1002,if i had to guess who the ppl are you obviously have the 4 victim 2 survivor bk and bk is mom and dad bc it would make sense that they would check for all bank and cash apps to see if there is a connection between anyone i think it make sense that they would check all bank credit card cash app for bk parent in case they have an acct for bk to access while he is across the country at school the two survivor bc they needed to rule them out a suspect also 8 48,,-1,0,-1,
1003,tyler your commitment and mood,,-1,0,-1,
1004,moral of the story do not get murdered and do not be a suspect all of your skeleton in your closet get revealed,,-1,0,-1,
1005,moral of the story try and live a life without cupboard or skeleton,,-1,0,-1,
1006,also if you are a drifter living out of your car going from one place to the next and killing at random and every few month year you have a much better chance of getting away with it,,-1,0,-1,
1007,this wa an interesting video,,-1,0,-1,
1008,there must be another molly conrad my apology,,-1,0,-1,
1009,problem here is there is so much redacted info it may actually tell a much different story than what we are being told by le and the prosecution redacted person 1 2 and 3 could be other suspect and there is no indication in these document that bryan k had any contact in person or social medium with any of the victim additionally no evidence they found proof anyone bryan or anyone else purchased a kabar knife to me it look like the prosecution is trying to make it look like they have a lot of evidence but all this revealed is request for evidence the request may not have uncovered much if anything important,,-1,0,-1,
1010,meaning that kyle is not the only one they consider a a target they want to research maddie,,-1,0,-1,
1011,buddy get the hat off and have a shave honestly you youtube sleuth are your own worst enemy also set up a better background rmbr everyone ha these doc what is making your vlog unique nothing,,-1,0,-1,
1012,wow you are very judgmental of my appearance,,-1,0,-1,
1013,you are a weasel only two definition for weasel in the english dictionary if you can count higher than two you will figure which one you are,,-1,0,-1,
1014,huh,,-1,0,-1,
1015,it would be nice if you cover shanquella robinson case who wa murdered by a friend on a vacation in mexico,,-1,0,-1,
1016,that case wa so sad,,-1,0,-1,
1017,tyler feller thanks,,-1,0,-1,
1018,i will look into it,,-1,0,-1,
1019,did the cop request the onlyfans page this may be super important,,-1,0,-1,
1020,tree huggahi agree i believe there is a lot going on with their only fan page,,-1,0,-1,
1021,tyler feller isnt that i big part of this due to the deceased were model for that thank you kindly for the reply much respect,,-1,0,-1,
1022,it doe not say that they did,,-1,0,-1,
1023,can you spell sloopy goosey not finding her on twitter,,-1,0,-1,
1024,i linked her twitter in the description of this video,,-1,0,-1,
1025,maybe by requesting tinder they can find out how often brian wa near the woman i do not know if they can do that or not just a thought,,-1,0,-1,
1026,crystal sometimes girl just want to have fun,,-1,0,-1,
1027,unless maddie made the tinder for kaylee to defend her on tinder w this guy,,-1,0,-1,
1028,on another video kaylee matched and on date from tinder and then same guy matched w maddie why would maddie be on tinder wa not she in a serious relationship,,-1,0,-1,
1029,thanks for this,,-1,0,-1,
1030,kaylee being the target did not make sense cause it wa not her room and she did not live there anymore tinder is done by location so he could sit outside and match to all them if they were all on tinder,,-1,0,-1,
1031,she posted on social medium that she would be in town that weekend also he went to her room first before going to maddie is room we may never know who the target wa unless le ha a strong digital footprint that point to one person most of the affidavit were before kohberger wa a suspect so it is possible le wa trying to find a suspect before the dna on the knife sheath pointed to him,,-1,0,-1,
1032,i think you are right it seemed to me he wa just being methodical i would be surprised if he left any kind of computer trail evidently he felt clever enough to keep his cell instead of turning it off smashing it up or chucking it for a new one he had all that study training focus on tech to solve heinous crime for year after college so it would only be an act of god to make him leave inadvertently a trail incriminating proof positive evidence on his own would not it if he did he probably will take a plea or at least avoid a trial i am guessing if the thrill notoriety and sick satisfaction he would seem to want by leaving such damning evidence wa only to get caught it could be because he failed in plan to kill all 6 in that house top to bottom and he felt nothing after doing 4 know he need to be put away or out the guy seems self aware disciplined and possibly some pang for what he is putting his entire family through for so little if anything more than a momentary excitement vengeance imagined retribution for just a miniscule a any lasting feeling he may have been seeking by causing such horrible pain fear sadness xana is and family loss to people who did not know him well enough to actually reject him so much a just be turned off at first of his effort to meet them well if guy or girl gave up after being initially rejected maybe half of marriage would not have happened right i hope he give up the ghost while waiting if he is the actual perp if his attorney have a good defense it will be interesting to see if broadcast it is got ta feature that 8hr delay in calling police calling too many others first and some of them showing up long before they arrive and any proof they can come up with about what wa actually going on at that party house and what kaylee is role wa in running it motive so far is weak unprovable and prosecution need a strong one,,-1,0,-1,
1033,brah you lost me at fox news,,-1,0,-1,
1034,grace,,-1,0,-1,
1035,punasquirrel i have a better idea why do not i stick my red white and blue foot up your rainbow twinkie dollardollar and here you are all trolling on american issue stfu,,-1,0,-1,
1036,grace nope because i do not watch american propaganda like cnn fox newsmax or newsnation get your red white and blue head out of your s,,-1,0,-1,
1037,because you only watch cnn fake news,,-1,0,-1,
1038,thank god america is the land where ur innocent until proven guilty lmfao that is wa a joke btw,,-1,0,-1,
1039,why idaho department of labor,,-1,0,-1,
1040,employment record w 2,,-1,0,-1,
1041,ok i got it now thank you tyler,,-1,0,-1,
1042,tyler the drunk turkey said they found kaylees phone what do they mean,,-1,0,-1,
1043,gina wilken they never said they had her phone they said they were able to access her account because they all know each other password etc the family,,-1,0,-1,
1044,pretty sure he made a mistake and apologized for saying that i know kayakers parent had access to her phone or the info on it and it wa never missing,,-1,0,-1,
1045,this is not nice of me to say but i think it would have been hilarious of one of the police officer escorting him tripped him on accident it would be a full faceplant with all of the shackle on lmaoooo,,-1,0,-1,
1046,lol,,-1,0,-1,
1047,remember kaylee wa heard saying someone is here i am guessing rain got a fight from kaylee maybe he wa attacking maddie so hirribje it nearly could make one never be open to meeting being in public place many evil people but this wa worse than a movie,,-1,0,-1,
1048,no xana fought put up a fight nothing suggests kaylee did kaylee wa believed to be asleep xana had defensive wound,,-1,0,-1,
1049,rain,,-1,0,-1,
1050,do we think the 5 redacted are dm bf bk amp bk is mom and dad,,-1,0,-1,
1051,good guess,,-1,0,-1,
1052,i think at first they thought kaylee wa the target and maybe since time passed maybe a new target,,-1,0,-1,
1053,i think madi wa his target and kaylie heard something going on so she left her room and left her dog in her room shutting the door and went in madis room and gave some fight and thats why she got it worse then ethan blindsided and xana seen it and wa seen by the guy and he said im going to help you so she didnt scream then it so horrible and sad,,-1,0,-1,
1054,breathe and squeeze there wa still her bed and some box with some of her thing in them those were going with her to texas,,-1,0,-1,
1055,kindered spirit yes that is exactly what he said and they were in maddie is bedroom in the same bed,,-1,0,-1,
1056,shannan beauleu i agree with you too i really believe that maddie wa the target break my heart for them and their family,,-1,0,-1,
1057,pam todd i think that maddie wa the target too so sad for all of them and their family,,-1,0,-1,
1058,rhonda sisco cleveland her bed and some box were still there at the house her dad and boyfriend jack were going to move them for her,,-1,0,-1,
1059,the order or the target s of this horrible crime do not matter to me anymore i just want to know the why why would someone want to hurt them it so sad,,-1,0,-1,
1060,elanora i think he had his mind on 1 girl which in no way make it her fault he is a phsycho but had plan on taking the other girl that lived there out also if need be knowing they all had there own individual room not planning on ethan being there my other theory is something happened to ethan and xania on there way back from the frat house which explains the time gap that wa first being inquired about at the start by le on them it doe not seem at all possible now but i sure wish they all had been sleeping and did not know what wa coming love peace amp stregth to these famalies also leaning towards at least 2 other accomplice,,-1,0,-1,
1061,dawn draper i meant the detective who were investigating,,-1,0,-1,
1062,elanora who is they are you hinting at that you think that there is more than one perpetrator,,-1,0,-1,
1063,wa not kaylee phone missing,,-1,0,-1,
1064,also the order ha to start with someone so if they started with ethan then would people assume he wa the target i do not think it make a difference personally i feel maddie wa the target,,-1,0,-1,
1065,great work much easier to understand,,-1,0,-1,
1066,tonight wa a great live stream i fell asleep not use to the time change god bless you,,-1,0,-1,
1067,do you think different detective were investigating different victim and focused in different timeline direction,,-1,0,-1,
1068,i am curious if that girl that claimed she went on a tinder date with bk wa true i believed her but there were a lot of people that did not,,-1,0,-1,
1069,i do not think he would have wanted her tbh,,-1,0,-1,
1070,think she wa looking for limelight,,-1,0,-1,
1071,thank u tyler appreciate all u do,,-1,0,-1,
1072,alpha david is cracking me up,,-1,0,-1,
1073,people love to play puzzle,,-1,0,-1,
1074,billion of soul on earth animated in relentless time we focus on this,,-1,0,-1,
1075,got ta enjoy an entire town in denial how often do you witness that,,-1,0,-1,
1076,hopefully we focus on many thing,,-1,0,-1,
1077,and more tangled the web becomes i hope the trial is live so when the puzzle is put together we can have some clarity,,-1,0,-1,
1078,not everything is going to make sense but there is a reason for it and it is all going to come together one day,,-1,0,-1,
1079,lulu333 haha good that is what i thought too,,-1,0,-1,
1080,elisa katarina i meant him you and i are on the same page,,-1,0,-1,
1081,lulu333 i am not sure if u meant him or me but i am going with him,,-1,0,-1,
1082,lulu333 yeah probably,,-1,0,-1,
1083,elisa katarina troll,,-1,0,-1,
1084,you are always in my prayer tyler thank you for taking u to church along with a little dish on the stuff we follow in the world god bless you today and always,,-1,0,-1,
1085,i am not sure what girl that is you said they are asking the most information about but if it is the one whose parent were caught selling drug i wonder if they are trying to lane drug to the murder and seen she had some dealing maybe they are looking for deposit,,-1,0,-1,
1086,if i were bk i try to muddle the jury into a drug hit killing and try to get off try to say more then one person wa involved if no dna of bk wa at the house aside from the sheath maybe and acomplice killed them,,-1,0,-1,
1087,meg eldridge sorry dang type to text lol link drug to murder,,-1,0,-1,
1088,lane drug,,-1,0,-1,
1089,fox news suck,,-1,0,-1,
1090,a guest on ab yesterday said that there is a digital connection with two of the girl that is going to show motive,,-1,0,-1,
1091,nomad scavenger these have been my thought too about bk also his age and maturity wa beyond the the younger partying college crowd,,-1,0,-1,
1092,nomad scavenger the da doe not have to prove motive to get a conviction,,-1,0,-1,
1093,motive for what being rejected not one juror will be found who wa not at some point just not getting a wanted job will hark em back to that uncomfortable feeling not one that would cause intense psychotic hatred remember this accused ha a supportive family reference from the two accepting college he attended a serious concentrated effort to achieve result oriented personality w o any history of violence any crime and even if eventually being difficult to work with that is not reason enough to jump to considering him a maniac sociopath because he may have perceived himself out of these young very attractive and popular people is league would not be surprised if half of the campus boy felt the same way too motive that deranged would have to come from psychiatric diagnosis from both side and where is the history of him being treated for anything there maybe some it ha not been reported but depression is not a motive nor is being superficially rejected by very popular exceedingly attractive younger girl i am speculating obviously but if he is found guilty it is going to be based on the sheath cell record and dna blood left behind aka all the stuff that caught other famous diabolical sociopath i should think and would not he know this before attempting to wipe out at least 4 of the occupant of that house,,-1,0,-1,
1094,not ashleigh bannon her guest keep leaking information that is suspect,,-1,0,-1,
1095,i love how twitter folk are able to get stuff that is under gag elon for the win i guess lol,,-1,0,-1,
1096,tyler love all of your content but brother you need to get some rest you look very tired keep up the good reporting,,-1,0,-1,
1097,it wa a great stream tonight pastor thanks for jumping back on have a great evening,,-1,0,-1,
1098,interesting info,,-1,0,-1,
1099,blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,,-1,0,-1,
1100,doyle stoner blah blah dealing blah blah failure to pay blah blah blah cartel visit early morning end of story,,-1,0,-1,
1101,joshua earp and you posted because,,-1,0,-1,
1102,and you posted because,,-1,0,-1,
1103,thank you tyler,,-1,0,-1,
1104,other person probably roommate that moved out,,-1,0,-1,
1105,hmm,,-1,0,-1,
1106,that is interesting,,-1,0,-1,
1107,twitter it is twitter tyler sorry i wa yelling at my phone a if you could hear me,,-1,0,-1,
1108,hi tyler hope you are well happy spring,,-1,0,-1,
1109,the dropbox logo falling on your head scared the hell out of me my phone wa on speaker thank you sir for this explicit lecture,,-1,0,-1,
1110,public health resource that wa fun,,-1,0,-1,
1111,it drop box now the box got ta drop,,-1,0,-1,
1112,this is very helpful sir just download on my pc,,-1,0,-1,
1113,thanks sir,,-1,0,-1,
1114,thank you,,-1,0,-1,
1115,very helpful thank you sir,,-1,0,-1,
1116,thank you sir for this lecture,,-1,0,-1,
1117,good job sir,,-1,0,-1,
1118,thank you nafisa,,-1,0,-1,
1119,thanks sir,,-1,0,-1,
1120,nice one sir,,-1,0,-1,
1121,many thanks okwori,,-1,0,-1,
1122,awesome,,-1,0,-1,
1123,thank you mustapha,,-1,0,-1,
1124,sarah abitare thank you for this interesting lecture taking u to another level,,-1,0,-1,
1125,i have always used dropbox especially for picture did not know about the referral option great,,-1,0,-1,
1126,thank you sir for this awesome lecture i can not see the link you provided for accessing the extra 500mb storage,,-1,0,-1,
1127,in the description,,-1,0,-1,
1128,it is in the description of the video sir i am looking at it now,,-1,0,-1,
1129,thank you sir for the wonderful lecture,,-1,0,-1,
1130,you are most welcome khadija,,-1,0,-1,
1131,this lecturer is quite enlightening thank you sir for making it easy always,,-1,0,-1,
1132,thanks and welcome,,-1,0,-1,
1133,i have been seeing the dropbox icon on my computer now it is time to maximize it use thanks for the eyeopener,,-1,0,-1,
1134,that is the way to go nnenna,,-1,0,-1,
1135,thank you sir,,-1,0,-1,
1136,most welcome ameerah,,-1,0,-1,
1137,thank you sir,,-1,0,-1,
1138,you are welcome ali,,-1,0,-1,
1139,wonderful presentation thank you sir,,-1,0,-1,
1140,you are most welcome farida,,-1,0,-1,
1141,awesome thank you sir,,-1,0,-1,
1142,you are most welcome mary,,-1,0,-1,
1143,nice now you make me want to retrieve my old account and start referring friend so i can earn more space thanks for another cool lecture,,-1,0,-1,
1144,go for it,,-1,0,-1,
1145,thank you for the enlightenment,,-1,0,-1,
1146,my pleasure,,-1,0,-1,
1147,thank you sir seamless lecture a usual,,-1,0,-1,
1148,most welcome hadiza,,-1,0,-1,
1149,an interesting lecture thank you sir,,-1,0,-1,
1150,glad you liked it elizabeth,,-1,0,-1,
1151,thank you sir,,-1,0,-1,
1152,most welcome abdullahi,,-1,0,-1,
1153,this is amazing,,-1,0,-1,
1154,glad you liked it oga steve,,-1,0,-1,
1155,great tutorial on dropbox,,-1,0,-1,
1156,thank you egbi,,-1,0,-1,
1157,thanks for the lecture do you think dropbox is a cheaper alternative to other storage apps,,-1,0,-1,
