,sequence,labels,scores,classified,Components List,label confidence score
414,good video but it make no sense to compare sport watch to a smartwatch like aw with the sportwatch you have an infinite battery but you do not have the multitude of smart thing you can have with an aw mine will arrive on monday ultra version and i will use it for swimming trial motocross running ok i could do the same thing and i did them with my aw7 but i would have to use rugged band to prevent damage with the ultra i would have to overcome this problem we have the satellite connection useful when you go out on an excursion the aforementioned sport watch do not have it i can call the emergency service if i have a problem and i only went out with the watch fenix suunto garmin casio you can not do that so let is not generalize the speech obviously if a child buy it to be a jerk at school then it is completely useless but it wa designed for certain people a bit like the macbook pro many do not need it the air would be enough but they prefer to spend for the power that they will not use,"['Design Specifications', 'Software', 'Advertising']","[0.4332570731639862, 0.3232629597187042, 0.24347998201847076]",Design Specifications,['battery'],0.4332570731639862
415,the ultra is a hard pas for the same price you can get a solar garmin edition for longer battery life topography map and more detailed fitness performance tracking,"['Design Specifications', 'Advertising', 'Software']","[0.43788063526153564, 0.28891560435295105, 0.2732037305831909]",Design Specifications,['battery'],0.4378806352615356
416,yeah exactly garmin suunto and coros user will not be swayed by this i do not think we get way better battery life and way better training tracking feature for le money,"['Design Specifications', 'Advertising', 'Software']","[0.38872137665748596, 0.37916621565818787, 0.23211240768432617]",Design Specifications,['battery'],0.3887213766574859
417,for me except for battery it almost fight with garmin is watch,"['Design Specifications', 'Software', 'Advertising']","[0.6294772028923035, 0.21875259280204773, 0.1517702043056488]",Design Specifications,['battery'],0.6294772028923035
418,i am sorry but for a dollar800 watch that battery is horrible i have a huawei gt2e smart watch which i use for regular training and that battery last about a week and take about 30 min 1 hour to charge the fun part is that everything the apple watch can do so can mine do not be stupid buy a similar clock for dollar600 le than the shit watch ultra,"['Design Specifications', 'Software', 'Advertising']","[0.4325082004070282, 0.3276207149028778, 0.2398710697889328]",Design Specifications,['battery'],0.4325082004070282
419,the only reason i do not have an apple watch is it atrocious battery life a week two is an absolute minimum,"['Design Specifications', 'Software', 'Advertising']","[0.4501405358314514, 0.34140029549598694, 0.20845921337604523]",Design Specifications,['battery'],0.4501405358314514
420,battery life is disgusting smh hopefully apple can figure it out garmin take the cake right now when apple get the battery right we shall see what really is going to piss people off is when apple come out with a better battery life yet this one is only lasting 3 day but thank you apple for finally acknowledging the athlete solar charging is king,"['Design Specifications', 'Advertising', 'Software']","[0.3827972412109375, 0.3434549570083618, 0.2737477421760559]",Design Specifications,['battery'],0.3827972412109375
421,my garmin epix i used for a 100 miler i turned off all the feature and had wrist gesture mode only wore it for 22 hour and had 77percent battery left when i finished,"['Design Specifications', 'Advertising', 'Software']","[0.5944998264312744, 0.21795795857906342, 0.18754224479198456]",Design Specifications,['battery'],0.5944998264312744
422,the battery life will start diminishing after the first week or so when you start wearing your watch from day one of course the watch will last you two day two night that is with all new product so i am afraid your assessment is slightly misleading,"['Design Specifications', 'Advertising', 'Software']","[0.4306427538394928, 0.29922008514404297, 0.27013713121414185]",Design Specifications,['battery'],0.4306427538394928
423,i would like to have it just for the battery life alone lol all the extra stuff would just be a bonus,"['Design Specifications', 'Advertising', 'Software']","[0.37247905135154724, 0.3472476899623871, 0.28027331829071045]",Design Specifications,['battery'],0.3724790513515472
424,the battery life alone is kinda enough to think about getting,"['Design Specifications', 'Software', 'Advertising']","[0.5933366417884827, 0.2461007535457611, 0.16056255996227264]",Design Specifications,['battery'],0.5933366417884827
425,they are going after the long distance endurance sport enthusiast that is why they had scott jurek a a tester it is not competitive with garmin or coros from a battery perspective but otherwise it is a much more usable watch,"['Design Specifications', 'Software', 'Advertising']","[0.6495224237442017, 0.2116582691669464, 0.13881926238536835]",Design Specifications,['battery'],0.6495224237442017
426,the problem is that the battery is going to be le than 2 day after a year so is not really worth at all,"['Design Specifications', 'Advertising', 'Software']","[0.5874592661857605, 0.24672093987464905, 0.16581980884075165]",Design Specifications,['battery'],0.5874592661857605
427,i like how it look i like the size and that it is thicker and the battery i am in,"['Design Specifications', 'Software', 'Advertising']","[0.6159355044364929, 0.26029399037361145, 0.12377047538757324]",Design Specifications,['battery'],0.6159355044364929
428,went to bed with 69percent battery nice,"['Design Specifications', 'Software', 'Advertising']","[0.4907814860343933, 0.3580055832862854, 0.1512128710746765]",Design Specifications,['battery'],0.4907814860343933
429,i am getting this swapping out my series 3 which is battered and actually got slightly cracked on day 3 of having it brightness is not a huge deal nor is battery but the new flat crystal will hopefully not crack while doing light work at my farm but my watch are proper abused i will admit i do not take them off for virtually anything,"['Design Specifications', 'Software', 'Advertising']","[0.5635072588920593, 0.2508969008922577, 0.1855958104133606]",Design Specifications,['battery'],0.5635072588920593
430,every year i do a portage trip in remote wilderness park ya know it is where we carry the canoe from lake to lake and i brought a dedicated gps device with 1 week of battery life it wa literally dollar600 but it would be nearly impossible to do it without it an apple watch like this would not need too many charge from my power bank and would serve me well with all of it fitness tracking waterproofness and gps stuff and the new emergency gps message system actually is a huge plus in the environment i wa considering buying a dedicated emergency so device for this very purpose but look like i will not need to any more and fyi it is way more popular than you think i can not tell you how over populated it can be even when you are 50 mile into the wilderness park like family with kid and pet are out there a lot,"['Design Specifications', 'Software', 'Advertising']","[0.5887891054153442, 0.2421882152557373, 0.16902266442775726]",Design Specifications,['battery'],0.5887891054153442
431,thats the battery life all apple watch should have,"['Design Specifications', 'Software', 'Advertising']","[0.588559091091156, 0.3110528588294983, 0.1003880500793457]",Design Specifications,['battery'],0.588559091091156
432,my smart watch ha 52days battery life in just a single charge and i am still laughing to see that watch which ha almost 3 day seriously who is gon na charge a watch per 3 day that is so annoying,"['Design Specifications', 'Software', 'Advertising']","[0.44044461846351624, 0.39114367961883545, 0.1684117168188095]",Design Specifications,['battery'],0.4404446184635162
433,i do not think wanting reasonable battery life is an extreme use case,"['Design Specifications', 'Software', 'Advertising']","[0.5202150344848633, 0.3771412670612335, 0.10264366120100021]",Design Specifications,['battery'],0.5202150344848633
434,i wonder when apple run out of way to make the battery last longer to the point that physic said no you can not anymore will they invent the battery in the band idea that they killed off a start up a few year ago or maybe throw in a small solar panel that would trickle charge it,"['Design Specifications', 'Advertising', 'Software']","[0.44612786173820496, 0.33763018250465393, 0.2162420153617859]",Design Specifications,['battery'],0.4461278617382049
435,im sure they are saving the pro name for a more regular sized everyday form factor with the battery and screen feature,"['Design Specifications', 'Software', 'Advertising']","[0.5241772532463074, 0.26715871691703796, 0.20866402983665466]",Design Specifications,['battery'],0.5241772532463074
436,i want the titanium case the better battery and i love the look of the watch i do not care about the super duper fitness stuff i do not need those feature but i want the watch and have already pre ordered,"['Design Specifications', 'Advertising', 'Software']","[0.4466559886932373, 0.355896919965744, 0.19744709134101868]",Design Specifications,['battery'],0.4466559886932373
437,2nd year with my amazfit bip s 23percent after 22 day 30 day average battery life,"['Design Specifications', 'Software', 'Advertising']","[0.4779219925403595, 0.33764076232910156, 0.18443721532821655]",Design Specifications,['battery'],0.4779219925403595
438,2 day battery is a joke a serious athlete will always choose a garmin,"['Design Specifications', 'Advertising', 'Software']","[0.5815841555595398, 0.29933691024780273, 0.11907893419265747]",Design Specifications,['battery'],0.5815841555595398
439,a someone who work in construction the durability alone is a huge draw i can use an apple watch and not worry half a much ive bought it for that alone plus the battery life and fitness feature,"['Design Specifications', 'Software', 'Advertising']","[0.5944269299507141, 0.2103237509727478, 0.1952492743730545]",Design Specifications,['battery'],0.5944269299507141
440,just get a garmin fenix period battery life for a month store music sleep tracking the whole thing and you can get it with a solar charger,"['Design Specifications', 'Advertising', 'Software']","[0.5409793257713318, 0.23533184826374054, 0.22368882596492767]",Design Specifications,['battery'],0.5409793257713318
441,i would only consider this watch if it had a minimum of a week is battery life and 1 4 siren if true that is impressive,"['Design Specifications', 'Advertising', 'Software']","[0.6135171055793762, 0.24507035315036774, 0.14141255617141724]",Design Specifications,['battery'],0.6135171055793762
442,7 day of battery in a smart watch lol you might be waiting 20 year or more the technology is not there,"['Design Specifications', 'Advertising', 'Software']","[0.6102641224861145, 0.2341342270374298, 0.1556016355752945]",Design Specifications,['battery'],0.6102641224861145
443,if i were to get it it is for the battery but it is not even the best on the market so maybe not,"['Design Specifications', 'Advertising', 'Software']","[0.6313684582710266, 0.2621972858905792, 0.1064341813325882]",Design Specifications,['battery'],0.6313684582710266
444,the thing that sold me on it wa the titanium case it wa available with the series 7 for a premium price tag also this year the only non aluminum model of the series 8 wa the stainless steel case and that cost dollar750 for the 45mm model for another dollar50 i decided it wa a no brainer to get the ultra and get the added feature and the added battery life no one ha mentioned there is a stainless version series 8 and comparing that with the ultra when it come to feature and price,"['Design Specifications', 'Software', 'Advertising']","[0.5221409201622009, 0.29582175612449646, 0.18203726410865784]",Design Specifications,['battery'],0.5221409201622009
445,why do you switch the wrist you wear the watch i have no need for all the marathon and hiking feature but to spend dollar800 for a bigger and stronger screen with better battery life is a no go,"['Design Specifications', 'Advertising', 'Software']","[0.4249226748943329, 0.36018237471580505, 0.21489495038986206]",Design Specifications,['battery'],0.4249226748943329
446,my garmin fenix 6x pro ha a battery life of 21 day if i just use it a a watch if im using gps navigation it 60 hour apple is getting there somewhat but that touch screen is killing that battery cool feature but impractical for a hardcore endurance watch for someone like me who spends day in the backcountry you need the durability and battery life lot of rock and shit out there in the wild folk,"['Design Specifications', 'Software', 'Advertising']","[0.4570533037185669, 0.29778069257736206, 0.24516598880290985]",Design Specifications,['battery'],0.4570533037185669
447,samsung galaxy watch battery time amp price r better than apple watch,"['Design Specifications', 'Software', 'Advertising']","[0.44150447845458984, 0.37059202790260315, 0.1879035234451294]",Design Specifications,['battery'],0.4415044784545898
448,the aesthetic are terrible and i can not imagine the fitment is any better especially under long sleeve or jacket too much brick even with improvement in battery,"['Design Specifications', 'Software', 'Advertising']","[0.4934042692184448, 0.27161699533462524, 0.23497875034809113]",Design Specifications,['battery'],0.4934042692184448
449,great video exactly a you mentioned two day of battery life is kind of bad i have had some pretty cheap huawei smartwatches for over two year now and they still last for 6 day they did 10 day when they were new i do not understand why apple can not do the same,"['Design Specifications', 'Advertising', 'Software']","[0.35322967171669006, 0.3399399220943451, 0.30683040618896484]",Design Specifications,['battery'],0.35322967171669
450,90percent of people ive seen with watch like the garmin fenix do not gey use from them the top feture id from them that is actually useful is topo mapping but even then you have limited battery life when it come down to it most hard core adventure type wan na keep tech out of the back county experience,"['Design Specifications', 'Advertising', 'Software']","[0.607149064540863, 0.22572648525238037, 0.1671244204044342]",Design Specifications,['battery'],0.607149064540863
451,they still need to up battery having to charge every 2 day is a no go for me and even sooner if you use the function more i will stick with my garmin,"['Design Specifications', 'Advertising', 'Software']","[0.4091099500656128, 0.3178500831127167, 0.27303993701934814]",Design Specifications,['battery'],0.4091099500656128
452,i paid more just for titanium in the series 6 this is a no brainer for le price and way more feature including battery life which help all type of user,"['Design Specifications', 'Advertising', 'Software']","[0.4138258695602417, 0.3586330711841583, 0.22754110395908356]",Design Specifications,['battery'],0.4138258695602417
453,imo this watch is trying to capture more of the men is watch market the design is catered to the men is market i know many men and i am one who still do not wear a smart watch because of concern about durability battery life size and feature my watch for backpacking climbing etc is a casio pro trek like the one you showed with an altimeter compass and solar charging my daily watch is a seiko solar chronometer both never need charging are rated water resistant to 100m static pressure and tell me what i need to know both are about 1 3 the price of this and are much higher performing in the way that matter to me,"['Design Specifications', 'Advertising', 'Software']","[0.6303897500038147, 0.20805254578590393, 0.16155768930912018]",Design Specifications,['battery'],0.6303897500038147
454,in 6 month and 3 update the watch will do 5 hour battery and get hot just in time for the next dollar900 version next year,"['Design Specifications', 'Software', 'Advertising']","[0.46055689454078674, 0.2756592035293579, 0.26378393173217773]",Design Specifications,['battery'],0.4605568945407867
455,i am absolutely the audience for this i am a qualified diver recreational and technical a fairly regular hiker mountain biker multi day wilderness trekker and a regular runner gym goer prior to this the only realistic option for people like me to have an all in one device wa the garmin descent mkii google the price though and look at how dated it already look and you might see why i have not made the leap just yet from my current combination of garmin fenix 6 and a basic mare recreational dive computer in reality most of my dive are usually single cylinder recreational dive and this is the case for most tech diver i have come across for a number of reason that go well beyond this post this aw is therefore a really tempting option for me a for anything technical i have two separate computer anyway the one other major hassle this would solve would be the constant changing between watch on the boat before after kitting up taking kit off pre and post dive it doe not sound like a big problem but dive boat are busy place with heavy equipment knocking around so every time i take my fenix off i always have to worry about it being either lost or broken not an issue if you never have to change watch in the first place regarding trekking i wa worried about the battery life initially but in reality i only get about three or four day of battery including tracking storm alert etc from my garmin when outdoors anyway despite the amazing standby of around 2 week i and most trekker i meet these day tend to a carry battery pack s anyway so the battery life is not really a huge problem with the performance that marque is seeing all in all i am seriously considering this a my first apple watch a day i thought would never come,"['Design Specifications', 'Advertising', 'Software']","[0.40285345911979675, 0.3077699840068817, 0.2893765866756439]",Design Specifications,['battery'],0.4028534591197967
456,i feel that the battery life is not enough i have a garmin fenix 7 and it last me a week without charging such a great experience,"['Design Specifications', 'Advertising', 'Software']","[0.3497052490711212, 0.34278449416160583, 0.30751025676727295]",Design Specifications,['battery'],0.3497052490711212
457,crap battery life compared to coros garmin other fitness watch,"['Design Specifications', 'Software', 'Advertising']","[0.42616012692451477, 0.3515525162220001, 0.2222873568534851]",Design Specifications,['battery'],0.4261601269245147
458,why do not they curve the underside of the watch kind of easy to do if you have several size and add a huge amount of comfort and battery space,"['Design Specifications', 'Software', 'Advertising']","[0.5108525156974792, 0.3200867474079132, 0.16906078159809113]",Design Specifications,['battery'],0.5108525156974792
459,the nice on 69percent of battery got me,"['Design Specifications', 'Software', 'Advertising']","[0.4750384986400604, 0.3356044590473175, 0.18935701251029968]",Design Specifications,['battery'],0.4750384986400604
460,i just use a mechanical watch and never have to worry about battery,"['Design Specifications', 'Advertising', 'Software']","[0.6465638279914856, 0.22681015729904175, 0.12662598490715027]",Design Specifications,['battery'],0.6465638279914856
461,i wish it had a battery for like 4 5 day just to keep up with other fitness tracker,"['Design Specifications', 'Advertising', 'Software']","[0.3747662901878357, 0.35856977105140686, 0.26666387915611267]",Design Specifications,['battery'],0.3747662901878357
462,i mostly only upgraded because of the battery after a year of battery degradation the battery on the apple watch wa already getting too close by the end of the day and the apple watch is not a device i will be upgrading every year more like every 3 or 4 year so the le often i need to pay to have the battery replaced the better with how i use the current apple watch i wa annoyed with having to recharge it in the same day for it to comfortably last before i went to bed which left no room for sleep tracking or just made doing so an inconvenience i like the idea that i will probably only have to charge the ultra while i am showering to ensure it never dy,"['Design Specifications', 'Software', 'Advertising']","[0.39363232254981995, 0.35485270619392395, 0.2515150010585785]",Design Specifications,['battery'],0.3936323225498199
463,trading in my series 5 gold stainless for a series 8 gold stainless and also getting the ultra series 8 will be my dress up watch and the ultra i will wear pretty much all the time not into the extreme activity shown for the watch i just like the aesthetic longer battery life brightness and ruggedness i think there are more people like me out there than apple think there are who will get this watch,"['Design Specifications', 'Software', 'Advertising']","[0.44585493206977844, 0.3138386607170105, 0.24030640721321106]",Design Specifications,['battery'],0.4458549320697784
464,i want one of these just for the battery life there have been time when i have had to take the series 6 off and put it on the charger a couple hour before bed far earlier than i normally would just because i happened to work out for an extra hour or so that day i do not even use it for sleep tracking i wear it from about 8am to about midnight do a 2 3 hour workout in there somewhere if i am not being lazy and it is usually down to around 10 15percent by the end of the day i also avoid using the cellular feature or even having it away from my phone ever to avoid the cellular antenna turning on,"['Design Specifications', 'Advertising', 'Software']","[0.421960711479187, 0.3580538332462311, 0.2199854701757431]",Design Specifications,['battery'],0.421960711479187
465,man that battery life is sounding almost like a garmin,"['Design Specifications', 'Software', 'Advertising']","[0.5495609045028687, 0.24532347917556763, 0.20511563122272491]",Design Specifications,['battery'],0.5495609045028687
466,a an amature runner and hiker the garmin is battery is crucial and everything lasting a day and a half like the previous watch is a no go with everything in the apple ecosystem an apple smartwatch is a huge attraction my one gripe and the reason i will not buy it right now it is a rectangle,"['Design Specifications', 'Advertising', 'Software']","[0.3620526194572449, 0.3497718274593353, 0.2881756126880646]",Design Specifications,['battery'],0.3620526194572449
467,my 5 6 year old samsung gear s3 frontier is black and none of the color is peeled and i still after all this time get two day plus of battery life original battery imagine that,"['Design Specifications', 'Software', 'Advertising']","[0.5172175168991089, 0.24786031246185303, 0.23492221534252167]",Design Specifications,['battery'],0.5172175168991089
468,huawei is on another level for dollar500 i have a fully titanium watch and strap sapphire face with 14 day of battery life or 8 day of heavy use with all the same sensor workout tracking sleep tracking etc and it look classy or go with the older version for dollar200 and get the same thing with just slightly worse interface,"['Design Specifications', 'Advertising', 'Software']","[0.6611765027046204, 0.21431873738765717, 0.12450479716062546]",Design Specifications,['battery'],0.6611765027046204
469,it is an expensive woman repeller if it were not and looked anywhere presentable at a dinner or a party it would be worth it just for the extra battery it would just last longer and pay for itself they should have still kept the regular titanium option for people who wanted sapphire glass but not the weight of steel and were still into getting as,"['Design Specifications', 'Advertising', 'Software']","[0.6115879416465759, 0.28226715326309204, 0.10614495724439621]",Design Specifications,['battery'],0.6115879416465759
470,marque 69percent battery nice,"['Design Specifications', 'Advertising', 'Software']","[0.8228990435600281, 0.0982147604227066, 0.07888617366552353]",Design Specifications,['battery'],0.8228990435600281
471,fun fact i have casio watch that my brother got for his 7th birthday he is now 22 year old and the watch is still running on the same battery it came with,"['Design Specifications', 'Software', 'Advertising']","[0.44957301020622253, 0.34071287512779236, 0.2097141295671463]",Design Specifications,['battery'],0.4495730102062225
472,amazfit gtr2 7 day battery,"['Design Specifications', 'Software', 'Advertising']","[0.5327999591827393, 0.395031213760376, 0.07216880470514297]",Design Specifications,['battery'],0.5327999591827393
473,garmin watch battery last a week,"['Design Specifications', 'Software', 'Advertising']","[0.6598357558250427, 0.23514598608016968, 0.1050182431936264]",Design Specifications,['battery'],0.6598357558250427
474,let is just buy it for battery life,"['Design Specifications', 'Software', 'Advertising']","[0.39920929074287415, 0.31776946783065796, 0.28302130103111267]",Design Specifications,['battery'],0.3992092907428741
475,wait you compared a normal watch to a smart watch for battery life that doe not make sense,"['Design Specifications', 'Software', 'Advertising']","[0.5202255845069885, 0.2993590235710144, 0.1804153323173523]",Design Specifications,['battery'],0.5202255845069885
476,i believe that serious sporty person those who are not going outdoors just for the pic will go with better more specialized and obviously with better battery choice such a garmin sunto etc,"['Design Specifications', 'Advertising', 'Software']","[0.6786260604858398, 0.16923826932907104, 0.1521356999874115]",Design Specifications,['battery'],0.6786260604858398
477,wow 2 day few year ago huawei released their watch watch with 2 week of battery life with same feature ant cost 4 time lower american,"['Design Specifications', 'Software', 'Advertising']","[0.4346504211425781, 0.3221215307712555, 0.24322804808616638]",Design Specifications,['battery'],0.4346504211425781
478,a a skier this product seems very appealing being to go to the mountain and go into 10 degree weather without any worry seems very appealing a well a going camping for a multiday weekend and not needing to worry about the battery life,"['Design Specifications', 'Advertising', 'Software']","[0.7742034196853638, 0.1417066603899002, 0.08408994972705841]",Design Specifications,['battery'],0.7742034196853638
479,bad battery if you compare to even some 200dollar watch,"['Design Specifications', 'Advertising', 'Software']","[0.6038531064987183, 0.24994033575057983, 0.14620660245418549]",Design Specifications,['battery'],0.6038531064987183
480,still garmins last for week if not month on battery like if i would be into so demending sport or working in rough environment garmin it is just a better choice,"['Design Specifications', 'Advertising', 'Software']","[0.5873242616653442, 0.2588382959365845, 0.15383750200271606]",Design Specifications,['battery'],0.5873242616653442
481,well i am a wheelchair patient so i do not do activity like hiking or diving etc but there are still some nice feature that this bigger apple watch ultra ha that appeal to me especially the bigger battery life since i can get longer out of this watch for my heart rate measuring it ha a nice big screen which i also really like i do like the orange color of the button a well though i also wish it would just come in black now a a fashion jewel i must say there are still big watch that people wear and go on special event on with and even though these watch are mostly truly jewel rolex they are also big if you wear the apple watch ultra you could use a more muted band maybe some type of off white or something like that which would color match the awu i think i might get this watch i am not completely sure yet the price is also something to consider a in my country the awu cost dollar1k,"['Design Specifications', 'Advertising', 'Software']","[0.4548055827617645, 0.31218141317367554, 0.23301300406455994]",Design Specifications,['battery'],0.4548055827617645
482,battery life is the only reason i want own one i never take a watch off,"['Design Specifications', 'Advertising', 'Software']","[0.5507585406303406, 0.25974634289741516, 0.18949508666992188]",Design Specifications,['battery'],0.5507585406303406
483,i do not run swim or hike i just want a bigger watch face and longer battery life over my series 5 that last 16 hors max getting my ultra this friday,"['Design Specifications', 'Advertising', 'Software']","[0.5643054246902466, 0.2694874703884125, 0.16620711982250214]",Design Specifications,['battery'],0.5643054246902466
484,69 percent battery markass nice,"['Design Specifications', 'Software', 'Advertising']","[0.5612574815750122, 0.26157471537590027, 0.17716780304908752]",Design Specifications,['battery'],0.5612574815750122
485,i feel like a large segment i fall into is missing people that cycle loooooong distance i ride century frequently and even though i may use a dedicated bike computer for speed cadence and the like i still use my apple watch for heart rate zone monitoring and calorie counting i can not make it through a full century without charging my watch i am upgrading my old series 4 to the ultra specifically for the battery life and gps a it relates to long distance cycling,"['Design Specifications', 'Software', 'Advertising']","[0.42949724197387695, 0.3573780655860901, 0.21312469244003296]",Design Specifications,['battery'],0.4294972419738769
486,charged my garmin fenix 6 pro x about a week ago 11 day left exercised and or cycled every day with gps and heart rate transmit feature on i upgraded from an other garmin a a 3 day battery on a watch is unacceptable for me just my 2c i use about zero smart watch feature other than exercise and health tracking also my last watch had touch worst thing for a sport you do in glove and rain and mud,"['Design Specifications', 'Software', 'Advertising']","[0.47841334342956543, 0.35518887639045715, 0.1663978099822998]",Design Specifications,['battery'],0.4784133434295654
487,i am an average college student at purdue university so my apple watch series 4 ha been great for my need i play disc golf on the purdue team and waypoints could be game changing being able to set them during a practice round will allow me to see where the basket is on blind tee shot see where my shot ending up in the past and have a better idea of the course the ability to measure how far my throw using waypoints is also super helpful information for consistency all this with a brighter screen and longer battery life wa hard to ignore i wa excited before watching your review but now i can not wait,"['Design Specifications', 'Software', 'Advertising']","[0.4011741280555725, 0.3449285626411438, 0.2538973093032837]",Design Specifications,['battery'],0.4011741280555725
488,unless these become compatible with regular magsafe it is not worth it to me i also feel like watch should have a week worth of battery i can not take measuring a watch is life in hour that being said this is coming from someone who is iphone 13 pro is at 93percent battery capacity so i am probably a worst case user,"['Design Specifications', 'Advertising', 'Software']","[0.4105033278465271, 0.313951700925827, 0.2755449116230011]",Design Specifications,['battery'],0.4105033278465271
489,a a pilot the red filter for night flight is a massive upgrade in it self the brighter screen and better battery life is only the cherry on top of the cake ez decision even if it will never be used for any hardcore stuff,"['Design Specifications', 'Software', 'Advertising']","[0.7448256015777588, 0.16159012913703918, 0.09358429908752441]",Design Specifications,['battery'],0.7448256015777588
490,so doe a 2 day plus battery to do 98percent of the regular stuff an se can do worth the price especially when you are most likely gon na end up at home with enough time to recharge,"['Design Specifications', 'Software', 'Advertising']","[0.5984868407249451, 0.22818699479103088, 0.17332617938518524]",Design Specifications,['battery'],0.5984868407249451
491,you should try the huawei watch i get 5 day of battery time easy one mine it go up to 20 if i go eco with it,"['Design Specifications', 'Advertising', 'Software']","[0.4540051519870758, 0.3289499282836914, 0.21704484522342682]",Design Specifications,['battery'],0.4540051519870758
492,wowzerz a whole 2 day on battery lol,"['Design Specifications', 'Software', 'Advertising']","[0.4713987708091736, 0.3182714283466339, 0.21032977104187012]",Design Specifications,['battery'],0.4713987708091736
493,people will only buy this for the better battery life alone,"['Design Specifications', 'Advertising', 'Software']","[0.4281322658061981, 0.32487910985946655, 0.24698863923549652]",Design Specifications,['battery'],0.4281322658061981
494,i have no intent in using the ultra for these crazy activity i just like the look size battery and screen brightness so i ordered one,"['Design Specifications', 'Advertising', 'Software']","[0.6971762776374817, 0.190083310008049, 0.11274037510156631]",Design Specifications,['battery'],0.6971762776374817
495,this fucking enormously ugly watch ha a long battery life no shit,"['Design Specifications', 'Software', 'Advertising']","[0.787321925163269, 0.11173033714294434, 0.10094772279262543]",Design Specifications,['battery'],0.787321925163269
496,i am heart patient and i have seizure ecg and irregular heart rhythm detector wa pretty helpful to track on my heart beat even though it doe not detect hear attack but fall detection wa pretty helpful bc when i had huge fall during my seizure it sends my location to emergency contact but my series 7 watch got scratched during the episode just one scratch in middle of the screen and it bother me i use most of the feature in my watch so apple releasing a watch with extended battery and ruggedness is pretty helpful but in canada cost dollar1099 tax but it feel like it is worth it,"['Design Specifications', 'Software', 'Advertising']","[0.49949032068252563, 0.2605356276035309, 0.2399740368127823]",Design Specifications,['battery'],0.4994903206825256
497,a garmin fenix ha an entire map of the united state with a 2 week battery life if im hardcore i would just buy that a bunch of waypoints are not useful,"['Design Specifications', 'Advertising', 'Software']","[0.5353854298591614, 0.24994942545890808, 0.21466514468193054]",Design Specifications,['battery'],0.5353854298591614
498,aesthetic do not matter to those who are relying on the watch for what it doe v what it look like a an avid hiker that ha had the apple watch battery die on long hike this is a no brainer,"['Design Specifications', 'Software', 'Advertising']","[0.5368025302886963, 0.27796947956085205, 0.18522796034812927]",Design Specifications,['battery'],0.5368025302886963
499,it is a powerhungry computer that is not really rugged that ha a poor battery which still can not sync to the ipad,"['Design Specifications', 'Advertising', 'Software']","[0.6250303983688354, 0.19973616302013397, 0.17523342370986938]",Design Specifications,['battery'],0.6250303983688354
500,watch is for an urban hiker not a real one day battery life,"['Design Specifications', 'Advertising', 'Software']","[0.6918565630912781, 0.25010034441947937, 0.05804309621453285]",Design Specifications,['battery'],0.6918565630912781
501,sleep with about 69percent of battery nice,"['Design Specifications', 'Software', 'Advertising']","[0.506894052028656, 0.39432090520858765, 0.09878510236740112]",Design Specifications,['battery'],0.506894052028656
502,i run ultra marathon and i still got a garmin forerunner instead the battery life for this may still not be enough for me not to mention all the other accessory you can connect with garmin for exercise the garmin ha 48 hour of battery in gps mode and week of a charge in smart watch mode i currently have the apple watch series 4 a well i am looking to break a little more from the apple walled garden,"['Design Specifications', 'Software', 'Advertising']","[0.4828168451786041, 0.2928937077522278, 0.22428947687149048]",Design Specifications,['battery'],0.4828168451786041
503,i do not like having a case to prevent scratch i know what you about the playground issue i need a better battery and etc because i like to sleep with watch on honestly i just like deep dive aspect of it because i do not trust the whole water resistant sale point,"['Design Specifications', 'Software', 'Advertising']","[0.4166300594806671, 0.3092644512653351, 0.27410539984703064]",Design Specifications,['battery'],0.4166300594806671
504,my xioami wrist band ha everything i need and the battery last 2 week,"['Design Specifications', 'Advertising', 'Software']","[0.5581940412521362, 0.22199121117591858, 0.21981482207775116]",Design Specifications,['battery'],0.5581940412521362
505,alright i loved the paper and people drawing but even i can not be the triathlon guy or whatever but i think that anyone on those ring that you draw everyone want good battery life and i am not using always on and i also disable background app refresh on my apple watch i am sure that i can get a lot with the ultra i am using series 5 a bit old now and over time with all the feature turn down like i have said i can do a day like 24h period and if i have like someone calling me like let is do a party or something or just hanging out late i know that i need ultra time to recharge my serie 5 and think about that throughout my day i just want the battery from the ultra or near well i know that the serie 7 or 8 battery are way better tho i do not know,"['Design Specifications', 'Advertising', 'Software']","[0.532683789730072, 0.28107839822769165, 0.1862378567457199]",Design Specifications,['battery'],0.532683789730072
506,this is the best with the red light battery sat connectivity 100 meter 2000nitts i mean this is the best,"['Design Specifications', 'Software', 'Advertising']","[0.6566161513328552, 0.24166473746299744, 0.10171910375356674]",Design Specifications,['battery'],0.6566161513328552
507,800 dollar with 72 hour of battery,"['Design Specifications', 'Advertising', 'Software']","[0.7432553768157959, 0.13253821432590485, 0.12420641630887985]",Design Specifications,['battery'],0.7432553768157959
508,but it is still dollar800 and for that the battery life is not there make it solar and i will consider it it need a way to changing itself if you are outdoors or lost,"['Design Specifications', 'Advertising', 'Software']","[0.5149873495101929, 0.298994243144989, 0.18601837754249573]",Design Specifications,['battery'],0.5149873495101929
