,Relevant Comments,Components List
504,69percent battery nice mkbhd 2022,['battery']
505,2 day and 2 night of battery life lmfao that is really not that great,['battery']
506,for me a watch must be something we never want to taken care of but something we can rely upon all the time the real not so smart watch remaining that way for long time it the core of timekeeping there is a lot of people need a smart watch with even long battery life atleast a week how a smart watch becomes smart when it need your attention in every two day it just a wearable health band not a real watch apple can add their pro tag when they found a solution for this problem,['battery']
507,no watch from apple google or samsung will be viable for me until they drastically increase their battery life my tic watch pro 3 ultra get me 5 7 day on a single charge and the competition doe not even come close i wish company would focus on battery life for a change and le on gimmicky feature that i will probably use once and then never touch again,['battery']
508,a teammate of mine brought up a great point for u runner do we want a running endurance watch with smart feature or a smart watch with running endurance feature many of u will still fall in that first category my garmin fenix 5 still ha 7 day of battery despite being almost 5 year old,['battery']
509,would have preferred an apple watch 8 with a better battery life ultra is a niche segment a normal user may not be interested in majority of the ultra feature except battery life,['battery']
510,for yor notice huawei gt watch battery life is one week to two week which you can forget to charge your watch everyday,['battery']
511,why are you comparing the battery life of the ultra to a standard wristwatch like a casio obviously a wristwatch s battery life will last longer,['battery']
512,i use huawei watch gt2 mainly use it for time notification activity monitoring alarm always on heart rate monitoring and sleep monitoring also the phone camera trigger logging every imaginable aspect of my outdoor running controlling the music playback spotify on my phone or computer plus occasionally the other smaller feature of the watch and the battery last 2 week easy if i do not use gps tracking for the workout and turn off the constant heart rate monitoring i bet it could go for a month on a single charge if i would have to charge a smartwatch every 2 day i would not even be using it even more so for a one battery life you could not even monitor your sleep if you had to charge it every night absolute stupidity,['battery']
513,wow a whole 2 day of battery life really guy it is not worth it,['battery']
514,why do you wear your watch on different arm at random point in the day most people wear their watch on one arm left if you are right handed and right if you are left handed couple of time you had it on your left arm my garmin fenix 5x will go for a week on a battery charge i hate apple watch but mostly because i hate apple and i hate square watch,['battery']
515,never would have worn an apple watch the battery is in a word horrendous that said they got me my ultra come on monday,['battery']
516,it is ugly it is expensive it is targeting a niche in a niche and missed the much larger market of people who want long battery life with sleep tracking,['battery']
517,in the intro the airpod battery sound got me,['battery']
518,lol garmin watch 2 week batterylife try harder apple,['battery']
519,i personally like large face watch still love my stainless steel series 4 although old and the battery is not what it used to be this 49mm look awesome to me if you went with aw ultra you better get applecare with this the repair to this watch are insanely expensive also the problem with apple watch and many smart watch is the battery will die even bulge eventually which happened to my original aw1 now apple may replace the battery aka send you a replacement watch for dollar79 or charge you a lot more and charge you far more than the watch is worth trade in is with aw is are abysmal also you may drop dollar399 on a regular aw7 8 and the value of that the following year will plummet 60 70percent older series may be worth 10 buck or apple will give dollar0 00 except the offer for them to recycle it for you will ultra drop 40 60 70percent in value next year a a trade in no idea,['battery']
520,dollar800 and only 2 day battery lol,['battery']
521,two plus day of battery life what i do not need the ultra but i might get it just for the battery life alone,['battery']
522,way too over priced for a watch that doe not even have a 7 day battery,['battery']
523,a an ultra runner and an alpinist i have been waiting for this watch for quite some time i love my series 7 but would have to put it in theater mode to extend the life over my ultras and even then it would die soon after the end of the run i wa about to order a garmin when i got wind that apple wa making a watch for ultra athlete they knocked it out of the park for the ultra athlete with this watch for alpine setting we frequently get an alpine start when summiting a big mountain start around midnight and climb all night to try and catch the sunrise this extended battery life red filter and waypoints are perfect for big mountain the only thing missing which i am sure will make it in the future is the emergency satellite communication that iphone 14 ha,['battery']
524,i went on holiday for 8 night with my garmin venu 2 plus and did not have to charge it once 2 3 day of battery life is not that great,['battery']
525,my amazfit gts 2 mini last 2 week with the same usage my apple watch se the new one last 1 day it is battery life is absolutely horrible,['battery']
526,the reason the apple watch ultra is not reliable a what if you got stuck in a forest while hiking pressed the buzzer so and everything and no help came for 36 48 hour then what how this watch will save your life in some extreme rescue mission people get rescued after day with this watch out of battery good luck with the bear in jungle b this watch specifically say to carry a backup device while diving yeah of course unless they make a watch with at least last up to a week i do not see a point using it a your extreme adventure companion,['battery']
527,ok ummm there are more issue in the video scuba diver will not use that apple watch 100m is not nearly enough for scuba diving not alone saturation diving 200m is like standard minimum for that 100m is for recreational diving or just snorkeling but i would just avoid going into deep on longer period with a 100m watch of any kind with no screw down crown that cost 800dollar uff people are gon na have a bad time with their ultra watch after this video it is really not a pro watch that is why they call it ultra pro name would confuse real professional and they would lose watch in water with low wr or experience battery death 2 day into 5 day hike in wild and what not,['battery']
528,not bad but battery still is not good enough compared to my garmin watch,['battery']
529,i have a series 5 and wa looking to finally upgrade this generation but had no idea there wa an ultra in the work the main reason i preordered it instead of the series 8 is for the longer battery life and how rugged it is i wa looking at garmin too for their super long battery life but i like the lte with the apple watch a that is only available like on one garmin model,['battery']
530,it is an interesting marketing approach for apple but a smart one the extreme end of sport is certainly a clever area in which to hinge a product i guess apple would have always ended up here but a someone that is never bought an apple watch and ha been waiting for the pro rugged version i dunno to me this is something else i wear a g shock have not changed the battery in 10 year and it is nice that you mention the taper of these sort of watch i dig the plastic and the way they shape your wrist they are also indestructible i am not sure what i actually expect apple to do because an apple watch surely doe a lot more than a g shock in term fitness health and feature the ultra still come across a precious to me a sport watch should have way better battery life durability and perhaps a cooler style before it will be on my radar,['battery']
531,just got the iphone 14 pro max and i am glad that my hauwei gt 3 pro watch actually work with it the battery on this thing last a week and it actually look like a watch too plus i do not want to be sucked into the apple ecosystem too much,['battery']
532,it is up against the fenix which ha much stronger exercise feature for cycling my thing and an excellent battery i guess if your thing is diving it is worth a look great first attempt but i will wait for the next iteration,['battery']
533,apple is notorious for great battery efficiency when the product is new be it iphone 13 pro max or the watch or airpods,['battery']
534,do not get me wrong maybe it is good but it is still 800dollar watch thats sick price so they give you crap 7 8 series wont last a day for le and good watch for crazy amount of money so basically they should add something in between le software and better battery it more thick then standard 7 8 material from series 8 size series 8 and the end price would be slightly above standard series 8 and le to ultra,['battery']
535,i have the series 4 and used it everyday including sleep tracking and yes i have to charge it a soon a i get home from work and when i wake up the new low power mode make it last a lot longer which is a bonus especially since the battery health is at 83percent now this new apple watch ultra battery is amazing but also heap more expensive i think apple should improve the battery life for the regular apple watch it would make it more attractive,['battery']
536,bro comparing ordinary watch battery v apple watch battery constantly did not even review essential feature disliked,['battery']
537,not for me i prefer garmin yes the screen is not bright and beautiful but the battery life is great,['battery']
538,this is the video i needed to make up my mind on purchasing the ultra i honestly do not do none of the diving hiking or extreme sport but i am a nurse and ever since covid 19 happened i have been doing 12 to 16 hr shift so having an apple watch that the battery last that long is so helpful due to the longer shift and such i barely got time to make sure that my device are charged so this is perfect,['battery']
539,69percent battery niceee,['battery']
540,no matter how good it is when i go for a weekend camping it take more than 36 hour so to me it is just an useless weight on my wrist it is still a toy for a walk in the local park and yes there are many watch like garmin on the market that are very functional with a decent battery life,['battery']
541,no one is talking about the battery life that is the deal breaker in my case do not want to have ti charge a watch too every other day better off sticking with android smart watch 2 week battery life or garmin 3 to 4 week,['battery']
542,this is the apple watch that people travel internationally need that battery life is great,['battery']
543,did you really need to explicitly compare the battery life of a smartwatch to a normal casio watch just confused about the point of that of course a smart watch is battery is nowhere close to a stopwatch water wet,['battery']
544,i love it but have not worn it yet cause it is not out in store yet for the battery life gt and the siren sound,['battery']
545,yeah the battery would still be an issue for a true exploration that take multiple day,['battery']
546,main reason people do extreme sport and generally not everyday stuff need to have these bulky watch that have button and are not so expensive no need for internet connection on your watch and update etc yes the new apple watch is actually a pretty good watch but when you will get lost in the mountain you wont need only 2 day and 2 night and a third day of battery time,['battery']
547,i wa in that boat with my 5 until he said about the battery,['battery']
548,the battery life is not enough i use an ipad an iphone but my smart watch have been fitbit previously and i have the garmin fenix 6x sapphire for the past 2 and half year 2 week battery life with the ultra battery life it would not be enough for the target map esp hiker and diver where they can be off track for a few day,['battery']
549,review galaxy 5 pro battery,['battery']
550,that battery life is unbelievable i play football and basketball and the way you used your apple watch is exactly how i would a a weekend sport watch amazing,['battery']
551,i am a watch enthusiast and a marathon runner so the industrial design the long battery and the running screen with all the info on at once tip the balance for me will wear it for the london marathon on october 2nd and see how it go,['battery']
552,having 3 day worth of battery i not suitable for hiker and thats without activ gps tracking activate that and this watch is down to hour,['battery']
553,a one of those weird ultra runner people who currently us a garmin fenix these are watch that have 60 hour battery life in all system gps mode plus use on single gps satellite at more than that and an extended battery life mode like you are talking with this watch that go into the hundred of hour and expedition mode which last literally week while still periodically pinging gps i get topo map downloaded natively for free and for doing multi day run hike with gps still left on so i can go back and have fun analyzing all my data i like having way more battery than i need and being able to not think about how much battery i have when i set out a i know that even if i go out for a 10 hour saturday excursion im covered and didnt have to plan out my charging knowing there is that much battery to spare give peace of mind and a the watch and battery age it give that much more buffer before battery degradation make me want to get a new watch this all is cool but if you watch dc rainmaker review he also note that the garmin watch coros etc all have very very detailed training mode and metric calculated in each profile and not just different name applied to basically the same meterics for different sport,['battery']
554,i hike but what grab my attention with this watch is not just for hiking it is the battery life compared to my series 7 and the scratch on the glass and the fragility of the series 7 to have a more solid watch with hopefully a le scratchable screen is very interesting after 6 month my series 7 is quite scratched without using it while climbing or in dangerous for the watch activity it is quite fragile to be honest,['battery']
555,battery life need to last at least 5 day apple should have implemented solar cell to help extend the battery life i am not going to pull the trigger because i still prefer battery life over everything,['battery']
556,for dollar700 battery need to last at least a week for me i hate charging my series 6 everyday so i do not even wear it anymore by now apple should have solar solution for watch still wearing my g shock mtg solar it is 10 yr old i may give it a try and see how it stand up to hunting surf fishing and offshore fishing will come in handy on camping trip hopefully i am not disappointed sorry i mean dollar800,['battery']
557,that battery low sound effect 1 11 gave me anxiety for a second thought it wa my airpods,['battery']
558,honestly mainly interested in this for the battery life especially with the sleep tracking being updated so much right before this release i feel like something that last this long is the only way to get accurate info on that and the ruggedness a well i use my current apple watch to track and it is definitely got some battle scar,['battery']
559,the battery life is a joke huawei is best watch ha a 15 day battery life,['battery']
560,that sound at the beginning had me thinking my airpods battery wa dead,['battery']
561,no way expensive toy fitbit is better with battery life,['battery']
562,i am not an athlete by any mean but i have been looking to upgrade my now over 2 year old series 5 and the more i think about the ultra the more it make sense even for me double the battery life mean theoretically double the battery lifespan plus the crown guard is also super appealing i often have a case on mine not so much for protection but more so to stop me from accidentally pressing it and activating siri whenever i bend my wrist back like when pushing up off something to stand i have pretty dainty wrist though so i definitely need to try and find one in store somewhere to try on,['battery']
563,great review a always i am a marathoner and have been using garmin forerunner 945 whose battery last seven day using gps several time a week for different run workout in addition it allows me to track my cross training apple giving me couple of day just will not cut it so will wait around for next update,['battery']
564,the casio battery to apple watch comparison wa totally nonsense,['battery']
565,did he seriously just compare a smartwatch is battery life to a regular watch is battery life,['battery']
566,first one min is how good is battery can you do after 2 year and see battery life,['battery']
567,not very good battery life for a watch,['battery']
568,i would so buy a series 8 49mm all i want is the bigger battery,['battery']
569,ha so it ha the feature that my galaxy watch from 2020 ha besides the battery life i get 4 to 5 day,['battery']
570,i love my casio a168 battery last 10 year,['battery']
571,being a samsung user no lie i wa like damn i mean they beat sammy to the ultra name lol and finally got a 3 day battery great apps and construction but for dollar800 damn love the dollar100 band be ready to spend a g not me but maybe if samsung actually come out with a better watch still rocking the galaxy gear s3 it is battery construction and usability still work for me,['battery']
572,personally i plan on getting it i am pretty heavy into endurance fitness though i am pretty curious how it will hold up while rock climbing however with that said im sure the series 8 would do just fine mostly i am buying it for the battery life,['battery']
573,i have it now mostly got it for the battery life too but honestly the bigger screen is so much better than my series 5,['battery']
574,most modern smartwatches the battery last day casio solar it doe not even come with a charger,['battery']
575,before i purchased my series 7 graphite i tried a garmin for me apple hit a sweet spot i wa already ready to pay this premium and i wanted something more rugged and had a longer battery i am hoping it arrives before this camping trip this weekend keeping my series 7 for other occasion apple knew exactly what to give u and leave u wanting more it is another apple watch,['battery']
576,made me want to get the watch again had the original apple watch then the series 5 and ended up just never wanting to charge it it would almost always be dead when on my wrist and after updating the firmware the following year it just stopped working all together and while i arranged for apple support to fix it i never sent it to them for repair cause i just never really used it mainly again for low battery performance but your analysis make me interested again a always m b love your thoroughness,['battery']
577,close but still not there for backpacking sure the garmins etc are not a smart but you can go a week in the backcountry without carrying an external power bank and battery tech just is not there yet to match that with this kind of watch maybe once solid state battery hit the market,['battery']
578,it just need 4 full day of battery while using half the time with gps tracker enabled backpacking trip and hunting trip could then fit in this group but garmin is 20 day battery and 5 day with gps enabled is unmatched,['battery']
579,a a hiker 2 day battery life is not good at all garmin is a top tier watch for hiking because it can last longer than a month,['battery']
580,i literally just want the screen size and battery life,['battery']
581,i really wonder if you could make like a dynamo driven automatic smart watch like an automatic watch but with a dynamo recharging the battery of the smart watch giving you some extra battery life maybe even infinite battery life packaging would be a nightmare though,['battery']
582,how many time are we going to hear about you wearing your apple watch to the met gala we get it you went to the met gala i agree with your review it is so interesting of a watch because it ha all these wonderful benefit especially that battery life and all these great feature but it is overkill and i could not see there being another watch the apple would make that would be in between the two watch that would give workout feature and better battery life and remove all the other stuff unfortunately i am sad that the pixel watch will not even match up to the new apple watch it is so much better looking i hate the square look of an apple watch,['battery']
583,it is the size of a dead turtle no wonder the battery last forever,['battery']
584,im getting it for the battery and screen brightness the fact that i get a siren hehehe is just a plus,['battery']
585,samsung get the battery this good cmon,['battery']
586,why ha nobody mentioned the potential for all day battery life for watch only use i want to use my iphone le so being able to go out for the whole day with only my watch and still be able to make and receive call and text is such a bonus,['battery']
587,you showed theater mode being enabled that entire time you talked about the battery life in the intro i am curious what the battery life would be like without compromising on it feature,['battery']
588,im pretty sure the main core feature of the ultra is something that eeeeverrrrybody us longer battery life gt lt,['battery']
589,i have been into big watch before my apple watch and actually wa missing the large size most attractive for me is the extra battery life i constantly get pinged with work message and battery doe not last 16 hour sometimes so i am looking forward to this,['battery']
590,my huwawai watch battery life is 15 day and i brought it 4 year ago just for 140 usd and it is working fine without any issue,['battery']
591,a a dude with no job and a recluse all the extreme extra feature is really not important to me im just getting it for the better battery the brighter screen and the overall bigger watch,['battery']
592,a a garmin fenix 6x pro solar amp apple watch 6 owner i think this standard of the battery must last a month is a bit irrational and overblown for 95percent of people who make that argument and not a feature that most fitness watch user actually use or need case in point how many people complain that their cellphone doe not last a month no one why well that is unrealistic and also because charging your phone is not a big deal why is charging your watch suddenly a big deal not many real world reason it is just a feature that we are used not and not one we actually use first i bet most fitness watch user do not go week without charging their watch secondly it is not much of an inconvenience to charge apple watch once a day or once every couple of day unless you really want to track sleep and even then when you wake up you can put it on the fast charger while you get ready for the next hour then throw it on for the rest of the day thirdly one of the reason why multi week battery life is likely a big deal is because charging most other fitness watch is clumsy and not convenient my garmin fenix 6x pro solar ha a wonky proprietary charger and it is not very convenient to charge so i rarely make the effort to charge it my apple watch on the other hand is super easy to charge with it is magnetic wireless charger so i think this whole battery must last a month is just a talking point rather than a feature that most fitness watch user actually use and when they do it is likely because charging is not easy and intuitive this requirement is like pixel peeping with pro camera doe it actually make a real world difference no it is simple to charge your watch every 1 3 day,['battery']
593,i have had the apple watch suunto 9 baro and currently have the garmin 6x doing the usual mountain stuff in colorado west and the traditional apple watch battery life just did not cut it for my purpose this one is interesting but my garmin 6x get about 9 hard day of daily wear mountain activity can not beat it if i just wore it without working out every day which probably will never happen you could get 10 full day out of a single charge of course the garmin doe not have the same or close feature but for a mountain athlete it crush,['battery']
594,comparing casio is battery life to this watch is battery life given the two watch usage and capability seems a bit unfair and not really relevant when will that casio watch be able do anything in the same way of the ultra other than that really excited about the watch and great review,['battery']
595,what setting did you change on this watch if any so that others can set there is like yours to get good battery life out of their watch i wish i would not have bought the i7 3 month ago and instead waited for this one,['battery']
596,my honor band give me more than two week of battery life and this piece of expensive cake last just 2 day pro,['battery']
597,and yeah that battery life is only just going to make the length of the offshore race i do,['battery']
598,dollar800 and no internet browser apple ha joke and it is selling a phone sized watch with limited capability that are sub par to the price point i will stick with my series 7 apple watch since paying an extra dollar300 for added battery time is not practical at all,['battery']
599,i think the watch is going to be amazing and can not wait for mine to be delivered however i also think there are group of people that this watch applies to that apple kind of forgot about construction worker police officer firefighter wild land firefighter emt is and paramedic tow truck driver and many more all of these individual would benefit from a more rugged and tough apple watch with longer battery life compass and waypoint functionality an emergency siren etc i think there is a large group of everyday people who this watch can cater to not just uber athlete adventurer obviously the price may be a deterrent for some but i think there are many people other than athlete that this watch will appeal to,['battery']
600,if i could get a week out of the watch i would pick it up without having to kill feature or go into battery saving mode garmin tactix 7 pro ha spoiled me,['battery']
601,it is time to see iphone ultra with increased thickness that allows the back of the phone sit flush with the camera lens that will easily give phone the desired battery life usb c with rugged easily replaceable frame eliminating the need for a case,['battery']
602,middle of nowhere for 4 or more day with 36 hour battery useless,['battery']
603,i do not have an apple watch coz it is an additional thing for me to charge maybe once they have longer battery life,['battery']
604,being someone in the military we routinely go on ruck and workout where my apple watch is constantly dying getting triggered by sweat etc this sound like a great improvement for an apple watch i am still not impressed by the battery but i will see how the next generation look in order to warrant purchasing the watch,['battery']
605,for me they need to improve battery life had a series 6 and having to charge pretty much everyday to make sure sleep is tracked is annoying since got a fitbit sense and have all the same feature which actually last me a full week of charge once they get there im in,['battery']
606,what to sell a bigger battery smartwatch they created all that marketing theatrics about ultra user,['battery']
607,then in a year they will push an update to nuke your battery so you have to buy a new one xd,['battery']
608,smart watch battery life or the lack of it have always been a deal breaker for me good to see apple is trying to make it better but a couple of day battery life is still somewhat hot hum though i do not know if there is a setting for watch only mode but that might make it a bit more palatable in my case i do not need all smart function all the time,['battery']
609,garmin venu 2 easily 7 10 day battery life,['battery']
610,my ticwatch pro 3 ultra when apple watch got 3 day battery life rookie number,['battery']
611,i would get this if they get it to 7 10 day battery life currently rock the fenix 7x solar sapphire which is absolutely amazing,['battery']
612,battery life ha kept me from buying an apple watch thus far and so naturally i wa excited for this watch until they announced the price i like it but i can not justify spending dollar800 on a watch one because i do not participate in extreme sport work in construction or anything that might necessitate that kind of design and secondly an ipad would be far more useful for what i do hopefully they will release a lower price version in aluminum but keep the battery capacity and screen size they could drop some of the ultra feature to keep the price down on a side note i get nine 9 day on a charge with my wyze 47c watch but it lack most of the advanced feature of the apple watch,['battery']
613,please list your setting what did your turn off to get that much battery life,['battery']
614,68percent battery if you ask apple,['battery']
615,think im gon na stick with my old 44mm apple watch se cellular more apps than i need and larger battery than the non cellular and last about 2 day got it on sale for le than dollar200 good for those that can afford the ultra have fun,['battery']
616,probably will not get the ultra but mine is a series 4 and i can barely get through a day without line dying i have to keep theatre mode on to save battery i will probably look at getting a series 8,['battery']
617,stoked about that battery life,['battery']
618,if you want something rugged with a lot of battery get a garmin at least 2 week of battery life,['battery']
619,i have given up on smart watch back to good old casio with 10 year battery no hassle of charging no anxiety from erroneous reading of heart rate bp etc,['battery']
620,honestly if apple made an android companion app for their watch to enable thing like calling and texting i would buy one of these it is dollar1500 where i live but it would be worth it for the ruggedness and battery life i often go on long tramp in the mountain for 3 or 4 day sometimes longer no smartwatch until now ha seemed to have a good enough balance of feature ruggedness and battery life for me to consider upgrading from my current solar powered analog watch,['battery']
621,so basically if you just want a cool watch with a bunch of apps for sm navigation or whatever you loose a lot of battery for the stupid health function that constantly spy on your body unless you turn that power saver thing on is not there a usage profile setting kind of thing that doe that anyway and if not why have not the genius at apple added that from day 1,['battery']
622,this is not for fringe people real pro will use specific pro equipment consumer will buy this to feel more pro a marketing tactic but really the appeal is the design the battery and status it stand out and everyone know it is expensive and unique probably will be massive hit with mainstream consumer,['battery']
623,personally i will still take a garmin with a much longer battery life and better map but i do wish it had the same compatibility a apple watch do,['battery']
624,3 day max battery life is rubbish especially for dollar800,['battery']
625,i would love to see a video on all the smart watch that have long battery life,['battery']
626,dear marque appreciate if you can use the ultra with lte connectivity only to have better judgement on how long the battery can last without a mobile thank you,['battery']
627,that red watch face you talk about you can nistall on every wear o watch or garmin or suunto and for le then 800 dollar watch with only 2 day battery,['battery']
628,take a shot for every time marquess ha mentioned wearing an apple watch to the met gala jkjk for real this wa a great review of the the watch and line up with what i expected the biggest pull to the average watch wearer like me is the battery life but with how fast the series 7 and 8 charge the lack of a week long battery life is not so much of a detriment imo i would probably stick to the regular non ultra model despite getting the pro model in all the other category,['battery']
629,they will add an extra 30 min battery life every time they release the replacement model then slimmer by 1mm i will wait 5 year later to get 2 5 hour extra battery life,['battery']
630,this watch is great for me a a chef because there are time when the battery will just run out because i work such long day plus my cake timer and alarm are more visible on the bigger screen and the more waterproof design mean it will not break while i am washing up,['battery']
631,i have seen better battery life on better looking watch for example the amazfit t rex 2 smart watch for a little over 200 dollar will last over a week and a half and look amazing with a few color option,['battery']
632,right but hear me out i literally just love the product design of it and the extra battery is nice worth,['battery']
633,i actually do not care about all the pro feature i just want it because it is a fresh new design and the battery life,['battery']
634,battery and price are the two thing that have stopped me from switching from a fitbit to an apple watch my fitbit can last about a week,['battery']
635,battery life still suck compared to a good sport watch,['battery']
636,i want it for the night time mode battery life and screen brightness in the day i can not dive i stick to popular trail and i only run to the refrigerator but i still want one,['battery']
637,doe the casio have imessage no so obviously you can not really compare the battery like that because the other watch can not do nearly all the thing apple doe without hesitation,['battery']
638,a someone who is into diving aaus scientific diving i am intrigued given what i know about apple watch and battery life i feel like i am veryyyyy skeptical i am assuming most diver will have a backup whether it is another watch or computer built in next to the pressure gauge i can not wait to see how it performs,['battery']
639,i really like the series 7 but the battery suck and you can not find any screen protector for it the ultra fulfills those issue but it look massive all the stuff added to me would seem like bloat wear and the flat screen is not a appealing a the curved that said i think i am still interested just from the battery my 7 is almost always dead before the end of the day which make me not even want to bother with it,['battery']
640,i love the innovative step taken to expand battery life this should push the casual market really well it is a shame we got this review so quickly but no galaxy watch 5 pro mention,['battery']
641,i never liked apple watch because battery life ha been shit on them all i ended up buying an inexpensive watch with 1 week battery life and doe 100percent if what i needed in the apple watch,['battery']
642,having had a galaxy watch for three year i forget that battery life is so bad for the apple watch over and over it is touted that this new apple watch ha such great battery life but it is still not a good a i have come to expect same with ruggedness it is just a non issue with the watch i have three year in basically not even a scratch obviously this is way way better in other way it way more expensive and three year newer but those feature especially feel like just geting to the hygiene level to make it properly reliable to where it is a non issue,['battery']
643,amazing battery upgrade glad i bought one just hope i get it soon 4 to 6 week after unpacked is a long time device should be ready 1 week after unpacked or two day,['battery']
644,this is the only watch i would use a not so easy to break scratch and good battery life although i am not willing to pay for one and battery is not near enough to what i would like so i shall pas,['battery']
645,can you make a video on your setting to get that much battery life,['battery']
646,aside from being a hiker runner and gym rat me this allows people that love going on long walk to leave their phone behind and not fret about lte phone call from the wrist draining precious battery life while tracking workout this is a huge win mine is on the way,"['battery', 'battery']"
647,the battery may be good but my 2 year old fitbit last a week,['battery']
648,i have a pro trek watch a well it is amazing for battery life in the summer i get nervous in winter tho cu we do not see the sun for 5 month lol,['battery']
649,i believe apple will make a pro watch at some point not targeting athlete a the ultra but people that want some extra battery life for example i think they will kill the se and the they will have the watch a baseline pro a bit more expensive with better battery life maybe a more square design and some extra feature and the watch a they have now that would be interesting,['battery']
650,i am one of those people on the outside both professionally and leisurely my polar watch currently the vantage v2 had this kinda battery life and usually even much better for year now granted they do not do stock call whatsapp or anything of that fashion but they are excellent fitness tracker provide a weather forecast and other stuff it is all i need no le and not much more but most important they last sometimes for 8 or 10 day if apple can match that i will buy their watch a well until then it is garmin or polar for me,['battery']
651,the battery life thing is not true my series 3 ha lasted a week without charge on multiple occasion,['battery']
652,getting this for the improved battery and gps that and i have always thought the regular apple watch wa too small,['battery']
653,wr100 doe not mean much you know proper dive watch start from wr200 iso certified and above sapphire is not very durable material yes it is very scratch resistant but it is brittle which is not a thing you want in supposedly rugged watch you want plastic or mineral crystal for such thing the battery is a joke no watch should be charged that often two week is the bare minimum worrying about your damn watch battery dying is just not what those hardcore user want,['battery']
654,i wonder if they will save the pro name for a new tier watch size battery etc of the ultra but le focused towards extreme like the ultra is i would love a bigger brighter longer lasting watch,['battery']
655,battery life is too important for me and the ultra is still super shit at it i will keep my normal huawei one with recharge every 2 week also no offline map unless 3rd party offer that short sighted,['battery']
656,battery life minimum must be 14 day my garmin fenix 6 pro solar hold a least 9 to 13 day,['battery']
657,i thought i wanted this watch but the more i think about it maybe i just want a normal apple watch and then use the extended battery feature,['battery']
658,doe not come close to replacing the sport gps watch the battery life is not good enough for people who run ultra marathon given the name of the watch and the fact they had scott jurek promoting it i find it to be a bit of a joke and a fraud,['battery']
659,those battery stats are based on a brand new device 6 month in it is gon na degrade a hell of a lot,['battery']
660,that battery life on the watch world is very true i bought a digital watch when i wa like 6 for dollar20 i am 22 now and it is still powered up i do not get it lmao,['battery']
661,i for one working at an apple store absolutely have to get it dealing with the possibility of my watch ever going below 80percent battery charge ha given me nightmare for year but nothing will satisfy me more than knowing that i can absolutely flex on my colleague the amount of sim tray ejection tool i could store on the wristband of this refined piece of technology would embarrass every other technical specialist working around me truly a no brainer to spend used car money on something i will never use to it full potential the average person getting the apple watch ultra,['battery']
662,i am still confused by mkb is review of this watch how it sound like he is been asked not to mention garmin in any specific way garmin user will never make the shift here are some reason with garmin watch battery life is measured in week rather than day support for a huge number of sensor unbelievably detailed running and other exercise metric offline garmin map garmin pacepro and popularity map the awesome flashlight the ability to be operated completely using push button should you not want to use touch there is also the availability of specialised watch such a the pilot watch the garmin tactic with applied ballistics and many many more these are just thing that are not supported on the apple watch and will probably never get there off line music garmin pay and sleep tracking need not be mentioned because they are available on the apple watch,['battery']
663,this is the kind of battery that should be expected you got this life out of fitness tracker a few year ago and it is super useful to have,['battery']
664,i use the garmin 6x pro solar and it a great idea to combine a photovoltaic collector with the apple watch it a proven technology and would surely resolve the main problem of apple watch which is battery life,['battery']
665,good video but it make no sense to compare sport watch to a smartwatch like aw with the sportwatch you have an infinite battery but you do not have the multitude of smart thing you can have with an aw mine will arrive on monday ultra version and i will use it for swimming trial motocross running ok i could do the same thing and i did them with my aw7 but i would have to use rugged band to prevent damage with the ultra i would have to overcome this problem we have the satellite connection useful when you go out on an excursion the aforementioned sport watch do not have it i can call the emergency service if i have a problem and i only went out with the watch fenix suunto garmin casio you can not do that so let is not generalize the speech obviously if a child buy it to be a jerk at school then it is completely useless but it wa designed for certain people a bit like the macbook pro many do not need it the air would be enough but they prefer to spend for the power that they will not use,['battery']
666,the ultra is a hard pas for the same price you can get a solar garmin edition for longer battery life topography map and more detailed fitness performance tracking,['battery']
667,yeah exactly garmin suunto and coros user will not be swayed by this i do not think we get way better battery life and way better training tracking feature for le money,['battery']
668,for me except for battery it almost fight with garmin is watch,['battery']
669,i am sorry but for a dollar800 watch that battery is horrible i have a huawei gt2e smart watch which i use for regular training and that battery last about a week and take about 30 min 1 hour to charge the fun part is that everything the apple watch can do so can mine do not be stupid buy a similar clock for dollar600 le than the shit watch ultra,['battery']
670,the only reason i do not have an apple watch is it atrocious battery life a week two is an absolute minimum,['battery']
671,battery life is disgusting smh hopefully apple can figure it out garmin take the cake right now when apple get the battery right we shall see what really is going to piss people off is when apple come out with a better battery life yet this one is only lasting 3 day but thank you apple for finally acknowledging the athlete solar charging is king,['battery']
672,my garmin epix i used for a 100 miler i turned off all the feature and had wrist gesture mode only wore it for 22 hour and had 77percent battery left when i finished,['battery']
673,the battery life will start diminishing after the first week or so when you start wearing your watch from day one of course the watch will last you two day two night that is with all new product so i am afraid your assessment is slightly misleading,['battery']
674,i wish they would just improve the battery for normal watch most people i know that are interested in smart watch myself included just did not wan na charge the watch every night,['battery']
675,i would like to have it just for the battery life alone lol all the extra stuff would just be a bonus,['battery']
676,sorry apple i will be sticking with my garmin until you can match the minimum 2 week battery life i get without battery saver,['battery']
