,sequence,labels,scores,classified,Components List,label confidence score
573,for dollar700 battery need to last at least a week for me i hate charging my series 6 everyday so i do not even wear it anymore by now apple should have solar solution for watch still wearing my g shock mtg solar it is 10 yr old i may give it a try and see how it stand up to hunting surf fishing and offshore fishing will come in handy on camping trip hopefully i am not disappointed sorry i mean dollar800,"['Design Specifications', 'Advertising', 'Software']","[0.5029312372207642, 0.2999441921710968, 0.19712457060813904]",Design Specifications,['battery'],0.5029312372207642
574,that battery low sound effect 1 11 gave me anxiety for a second thought it wa my airpods,"['Design Specifications', 'Software', 'Advertising']","[0.4474104046821594, 0.329414963722229, 0.22317461669445038]",Design Specifications,['battery'],0.4474104046821594
575,honestly mainly interested in this for the battery life especially with the sleep tracking being updated so much right before this release i feel like something that last this long is the only way to get accurate info on that and the ruggedness a well i use my current apple watch to track and it is definitely got some battle scar,"['Software', 'Design Specifications', 'Advertising']","[0.385739803314209, 0.33941593766212463, 0.274844229221344]",Software,['battery'],0.385739803314209
576,the battery life is a joke huawei is best watch ha a 15 day battery life,"['Advertising', 'Design Specifications', 'Software']","[0.5270096659660339, 0.2455068677663803, 0.22748346626758575]",Advertising,['battery'],0.5270096659660339
577,that sound at the beginning had me thinking my airpods battery wa dead,"['Design Specifications', 'Software', 'Advertising']","[0.3761462867259979, 0.33467450737953186, 0.2891792356967926]",Design Specifications,['battery'],0.3761462867259979
578,no way expensive toy fitbit is better with battery life,"['Design Specifications', 'Advertising', 'Software']","[0.6317852735519409, 0.27167871594429016, 0.09653601050376892]",Design Specifications,['battery'],0.6317852735519409
579,i am not an athlete by any mean but i have been looking to upgrade my now over 2 year old series 5 and the more i think about the ultra the more it make sense even for me double the battery life mean theoretically double the battery lifespan plus the crown guard is also super appealing i often have a case on mine not so much for protection but more so to stop me from accidentally pressing it and activating siri whenever i bend my wrist back like when pushing up off something to stand i have pretty dainty wrist though so i definitely need to try and find one in store somewhere to try on,"['Design Specifications', 'Advertising', 'Software']","[0.485371857881546, 0.3508913218975067, 0.1637367606163025]",Design Specifications,['battery'],0.485371857881546
580,great review a always i am a marathoner and have been using garmin forerunner 945 whose battery last seven day using gps several time a week for different run workout in addition it allows me to track my cross training apple giving me couple of day just will not cut it so will wait around for next update,"['Software', 'Design Specifications', 'Advertising']","[0.4334190785884857, 0.33347049355506897, 0.2331104278564453]",Software,['battery'],0.4334190785884857
581,the casio battery to apple watch comparison wa totally nonsense,"['Software', 'Design Specifications', 'Advertising']","[0.6400136351585388, 0.21295781433582306, 0.1470285803079605]",Software,['battery'],0.6400136351585388
582,did he seriously just compare a smartwatch is battery life to a regular watch is battery life,"['Design Specifications', 'Advertising', 'Software']","[0.39389801025390625, 0.31074726581573486, 0.2953547239303589]",Design Specifications,['battery'],0.39389801025390625
583,first one min is how good is battery can you do after 2 year and see battery life,"['Design Specifications', 'Software', 'Advertising']","[0.5143939852714539, 0.30271652340888977, 0.18288949131965637]",Design Specifications,['battery'],0.5143939852714539
584,not very good battery life for a watch,"['Design Specifications', 'Advertising', 'Software']","[0.7259452939033508, 0.1493322253227234, 0.1247224509716034]",Design Specifications,['battery'],0.7259452939033508
585,i would so buy a series 8 49mm all i want is the bigger battery,"['Software', 'Design Specifications', 'Advertising']","[0.38218697905540466, 0.36176562309265137, 0.25604745745658875]",Software,['battery'],0.38218697905540466
586,ha so it ha the feature that my galaxy watch from 2020 ha besides the battery life i get 4 to 5 day,"['Design Specifications', 'Software', 'Advertising']","[0.3741108477115631, 0.3263320028781891, 0.2995571196079254]",Design Specifications,['battery'],0.3741108477115631
587,i love my casio a168 battery last 10 year,"['Design Specifications', 'Software', 'Advertising']","[0.5574899315834045, 0.22414396703243256, 0.2183661162853241]",Design Specifications,['battery'],0.5574899315834045
588,being a samsung user no lie i wa like damn i mean they beat sammy to the ultra name lol and finally got a 3 day battery great apps and construction but for dollar800 damn love the dollar100 band be ready to spend a g not me but maybe if samsung actually come out with a better watch still rocking the galaxy gear s3 it is battery construction and usability still work for me,"['Software', 'Advertising', 'Design Specifications']","[0.3903830349445343, 0.334035724401474, 0.2755812704563141]",Software,['battery'],0.3903830349445343
589,personally i plan on getting it i am pretty heavy into endurance fitness though i am pretty curious how it will hold up while rock climbing however with that said im sure the series 8 would do just fine mostly i am buying it for the battery life,"['Design Specifications', 'Advertising', 'Software']","[0.45241421461105347, 0.3214343786239624, 0.22615140676498413]",Design Specifications,['battery'],0.45241421461105347
590,i have it now mostly got it for the battery life too but honestly the bigger screen is so much better than my series 5,"['Software', 'Design Specifications', 'Advertising']","[0.3778197169303894, 0.3763020634651184, 0.245878204703331]",Software,['battery'],0.3778197169303894
591,most modern smartwatches the battery last day casio solar it doe not even come with a charger,"['Design Specifications', 'Software', 'Advertising']","[0.558893620967865, 0.2290838062763214, 0.21202251315116882]",Design Specifications,['battery'],0.558893620967865
592,before i purchased my series 7 graphite i tried a garmin for me apple hit a sweet spot i wa already ready to pay this premium and i wanted something more rugged and had a longer battery i am hoping it arrives before this camping trip this weekend keeping my series 7 for other occasion apple knew exactly what to give u and leave u wanting more it is another apple watch,"['Design Specifications', 'Advertising', 'Software']","[0.4311878979206085, 0.3909458816051483, 0.17786620557308197]",Design Specifications,['battery'],0.4311878979206085
593,made me want to get the watch again had the original apple watch then the series 5 and ended up just never wanting to charge it it would almost always be dead when on my wrist and after updating the firmware the following year it just stopped working all together and while i arranged for apple support to fix it i never sent it to them for repair cause i just never really used it mainly again for low battery performance but your analysis make me interested again a always m b love your thoroughness,"['Design Specifications', 'Software', 'Advertising']","[0.36278894543647766, 0.357786625623703, 0.2794244587421417]",Design Specifications,['battery'],0.36278894543647766
594,close but still not there for backpacking sure the garmins etc are not a smart but you can go a week in the backcountry without carrying an external power bank and battery tech just is not there yet to match that with this kind of watch maybe once solid state battery hit the market,"['Design Specifications', 'Advertising', 'Software']","[0.5761728286743164, 0.27621927857398987, 0.14760790765285492]",Design Specifications,['battery'],0.5761728286743164
595,it just need 4 full day of battery while using half the time with gps tracker enabled backpacking trip and hunting trip could then fit in this group but garmin is 20 day battery and 5 day with gps enabled is unmatched,"['Design Specifications', 'Software', 'Advertising']","[0.6801611185073853, 0.2038048952817917, 0.11603397130966187]",Design Specifications,['battery'],0.6801611185073853
596,a a hiker 2 day battery life is not good at all garmin is a top tier watch for hiking because it can last longer than a month,"['Design Specifications', 'Advertising', 'Software']","[0.5528501272201538, 0.2541424036026001, 0.1930074393749237]",Design Specifications,['battery'],0.5528501272201538
597,i literally just want the screen size and battery life,"['Design Specifications', 'Software', 'Advertising']","[0.574438750743866, 0.23904435336589813, 0.18651695549488068]",Design Specifications,['battery'],0.574438750743866
598,i really wonder if you could make like a dynamo driven automatic smart watch like an automatic watch but with a dynamo recharging the battery of the smart watch giving you some extra battery life maybe even infinite battery life packaging would be a nightmare though,"['Design Specifications', 'Software', 'Advertising']","[0.41579219698905945, 0.403515100479126, 0.18069268763065338]",Design Specifications,['battery'],0.41579219698905945
599,how many time are we going to hear about you wearing your apple watch to the met gala we get it you went to the met gala i agree with your review it is so interesting of a watch because it ha all these wonderful benefit especially that battery life and all these great feature but it is overkill and i could not see there being another watch the apple would make that would be in between the two watch that would give workout feature and better battery life and remove all the other stuff unfortunately i am sad that the pixel watch will not even match up to the new apple watch it is so much better looking i hate the square look of an apple watch,"['Advertising', 'Software', 'Design Specifications']","[0.7715115547180176, 0.15445071458816528, 0.07403768599033356]",Advertising,['battery'],0.7715115547180176
600,it is the size of a dead turtle no wonder the battery last forever,"['Design Specifications', 'Software', 'Advertising']","[0.5771143436431885, 0.2366187423467636, 0.18626698851585388]",Design Specifications,['battery'],0.5771143436431885
601,im getting it for the battery and screen brightness the fact that i get a siren hehehe is just a plus,"['Advertising', 'Design Specifications', 'Software']","[0.3924829363822937, 0.33427193760871887, 0.2732451260089874]",Advertising,['battery'],0.3924829363822937
602,samsung get the battery this good cmon,"['Advertising', 'Design Specifications', 'Software']","[0.403413861989975, 0.3904043436050415, 0.20618176460266113]",Advertising,['battery'],0.403413861989975
603,why ha nobody mentioned the potential for all day battery life for watch only use i want to use my iphone le so being able to go out for the whole day with only my watch and still be able to make and receive call and text is such a bonus,"['Design Specifications', 'Software', 'Advertising']","[0.39011329412460327, 0.34480953216552734, 0.2650771737098694]",Design Specifications,['battery'],0.39011329412460327
604,you showed theater mode being enabled that entire time you talked about the battery life in the intro i am curious what the battery life would be like without compromising on it feature,"['Software', 'Design Specifications', 'Advertising']","[0.45836856961250305, 0.2772490084171295, 0.26438242197036743]",Software,['battery'],0.45836856961250305
605,im pretty sure the main core feature of the ultra is something that eeeeverrrrybody us longer battery life gt lt,"['Design Specifications', 'Software', 'Advertising']","[0.4615461528301239, 0.28174129128456116, 0.25671258568763733]",Design Specifications,['battery'],0.4615461528301239
606,i have been into big watch before my apple watch and actually wa missing the large size most attractive for me is the extra battery life i constantly get pinged with work message and battery doe not last 16 hour sometimes so i am looking forward to this,"['Software', 'Design Specifications', 'Advertising']","[0.42795249819755554, 0.30431434512138367, 0.267733097076416]",Software,['battery'],0.42795249819755554
607,my huwawai watch battery life is 15 day and i brought it 4 year ago just for 140 usd and it is working fine without any issue,"['Design Specifications', 'Advertising', 'Software']","[0.531696081161499, 0.2780379354953766, 0.19026592373847961]",Design Specifications,['battery'],0.531696081161499
608,a a dude with no job and a recluse all the extreme extra feature is really not important to me im just getting it for the better battery the brighter screen and the overall bigger watch,"['Design Specifications', 'Software', 'Advertising']","[0.407514363527298, 0.3908648192882538, 0.20162080228328705]",Design Specifications,['battery'],0.407514363527298
609,a a garmin fenix 6x pro solar amp apple watch 6 owner i think this standard of the battery must last a month is a bit irrational and overblown for 95percent of people who make that argument and not a feature that most fitness watch user actually use or need case in point how many people complain that their cellphone doe not last a month no one why well that is unrealistic and also because charging your phone is not a big deal why is charging your watch suddenly a big deal not many real world reason it is just a feature that we are used not and not one we actually use first i bet most fitness watch user do not go week without charging their watch secondly it is not much of an inconvenience to charge apple watch once a day or once every couple of day unless you really want to track sleep and even then when you wake up you can put it on the fast charger while you get ready for the next hour then throw it on for the rest of the day thirdly one of the reason why multi week battery life is likely a big deal is because charging most other fitness watch is clumsy and not convenient my garmin fenix 6x pro solar ha a wonky proprietary charger and it is not very convenient to charge so i rarely make the effort to charge it my apple watch on the other hand is super easy to charge with it is magnetic wireless charger so i think this whole battery must last a month is just a talking point rather than a feature that most fitness watch user actually use and when they do it is likely because charging is not easy and intuitive this requirement is like pixel peeping with pro camera doe it actually make a real world difference no it is simple to charge your watch every 1 3 day,"['Design Specifications', 'Software', 'Advertising']","[0.4518803358078003, 0.2842613756656647, 0.2638583183288574]",Design Specifications,['battery'],0.4518803358078003
610,i have had the apple watch suunto 9 baro and currently have the garmin 6x doing the usual mountain stuff in colorado west and the traditional apple watch battery life just did not cut it for my purpose this one is interesting but my garmin 6x get about 9 hard day of daily wear mountain activity can not beat it if i just wore it without working out every day which probably will never happen you could get 10 full day out of a single charge of course the garmin doe not have the same or close feature but for a mountain athlete it crush,"['Design Specifications', 'Software', 'Advertising']","[0.4830845892429352, 0.35123419761657715, 0.16568119823932648]",Design Specifications,['battery'],0.4830845892429352
611,comparing casio is battery life to this watch is battery life given the two watch usage and capability seems a bit unfair and not really relevant when will that casio watch be able do anything in the same way of the ultra other than that really excited about the watch and great review,"['Advertising', 'Design Specifications', 'Software']","[0.5166906714439392, 0.2438666820526123, 0.2394426465034485]",Advertising,['battery'],0.5166906714439392
612,what setting did you change on this watch if any so that others can set there is like yours to get good battery life out of their watch i wish i would not have bought the i7 3 month ago and instead waited for this one,"['Software', 'Advertising', 'Design Specifications']","[0.43689703941345215, 0.3065631687641144, 0.25653982162475586]",Software,['battery'],0.43689703941345215
613,my honor band give me more than two week of battery life and this piece of expensive cake last just 2 day pro,"['Design Specifications', 'Software', 'Advertising']","[0.5251718759536743, 0.30638885498046875, 0.16843926906585693]",Design Specifications,['battery'],0.5251718759536743
614,and yeah that battery life is only just going to make the length of the offshore race i do,"['Design Specifications', 'Advertising', 'Software']","[0.45870909094810486, 0.278450608253479, 0.2628403306007385]",Design Specifications,['battery'],0.45870909094810486
615,dollar800 and no internet browser apple ha joke and it is selling a phone sized watch with limited capability that are sub par to the price point i will stick with my series 7 apple watch since paying an extra dollar300 for added battery time is not practical at all,"['Advertising', 'Design Specifications', 'Software']","[0.6757705211639404, 0.23670557141304016, 0.08752386271953583]",Advertising,['battery'],0.6757705211639404
616,i think the watch is going to be amazing and can not wait for mine to be delivered however i also think there are group of people that this watch applies to that apple kind of forgot about construction worker police officer firefighter wild land firefighter emt is and paramedic tow truck driver and many more all of these individual would benefit from a more rugged and tough apple watch with longer battery life compass and waypoint functionality an emergency siren etc i think there is a large group of everyday people who this watch can cater to not just uber athlete adventurer obviously the price may be a deterrent for some but i think there are many people other than athlete that this watch will appeal to,"['Design Specifications', 'Advertising', 'Software']","[0.3687414526939392, 0.3679240643978119, 0.2633344531059265]",Design Specifications,['battery'],0.3687414526939392
617,if i could get a week out of the watch i would pick it up without having to kill feature or go into battery saving mode garmin tactix 7 pro ha spoiled me,"['Design Specifications', 'Advertising', 'Software']","[0.38282591104507446, 0.369303822517395, 0.2478703111410141]",Design Specifications,['battery'],0.38282591104507446
618,it is time to see iphone ultra with increased thickness that allows the back of the phone sit flush with the camera lens that will easily give phone the desired battery life usb c with rugged easily replaceable frame eliminating the need for a case,"['Design Specifications', 'Advertising', 'Software']","[0.5057681202888489, 0.32051119208335876, 0.17372070252895355]",Design Specifications,['battery'],0.5057681202888489
619,middle of nowhere for 4 or more day with 36 hour battery useless,"['Design Specifications', 'Software', 'Advertising']","[0.4385032057762146, 0.3594515323638916, 0.20204530656337738]",Design Specifications,['battery'],0.4385032057762146
620,i do not have an apple watch coz it is an additional thing for me to charge maybe once they have longer battery life,"['Design Specifications', 'Advertising', 'Software']","[0.44268083572387695, 0.34470444917678833, 0.21261470019817352]",Design Specifications,['battery'],0.44268083572387695
621,being someone in the military we routinely go on ruck and workout where my apple watch is constantly dying getting triggered by sweat etc this sound like a great improvement for an apple watch i am still not impressed by the battery but i will see how the next generation look in order to warrant purchasing the watch,"['Software', 'Advertising', 'Design Specifications']","[0.34558817744255066, 0.3411141037940979, 0.31329771876335144]",Software,['battery'],0.34558817744255066
622,for me they need to improve battery life had a series 6 and having to charge pretty much everyday to make sure sleep is tracked is annoying since got a fitbit sense and have all the same feature which actually last me a full week of charge once they get there im in,"['Design Specifications', 'Advertising', 'Software']","[0.40167927742004395, 0.32323506474494934, 0.2750856280326843]",Design Specifications,['battery'],0.40167927742004395
623,what to sell a bigger battery smartwatch they created all that marketing theatrics about ultra user,"['Advertising', 'Design Specifications', 'Software']","[0.889877438545227, 0.06945862621068954, 0.0406639389693737]",Advertising,['battery'],0.889877438545227
624,then in a year they will push an update to nuke your battery so you have to buy a new one xd,"['Software', 'Design Specifications', 'Advertising']","[0.7361449003219604, 0.14859554171562195, 0.11525962501764297]",Software,['battery'],0.7361449003219604
625,smart watch battery life or the lack of it have always been a deal breaker for me good to see apple is trying to make it better but a couple of day battery life is still somewhat hot hum though i do not know if there is a setting for watch only mode but that might make it a bit more palatable in my case i do not need all smart function all the time,"['Advertising', 'Design Specifications', 'Software']","[0.35577937960624695, 0.32793182134628296, 0.3162888288497925]",Advertising,['battery'],0.35577937960624695
626,garmin venu 2 easily 7 10 day battery life,"['Design Specifications', 'Software', 'Advertising']","[0.5648013949394226, 0.3410111665725708, 0.09418750554323196]",Design Specifications,['battery'],0.5648013949394226
627,my ticwatch pro 3 ultra when apple watch got 3 day battery life rookie number,"['Design Specifications', 'Software', 'Advertising']","[0.4454761743545532, 0.4337169826030731, 0.12080679833889008]",Design Specifications,['battery'],0.4454761743545532
628,i would get this if they get it to 7 10 day battery life currently rock the fenix 7x solar sapphire which is absolutely amazing,"['Advertising', 'Software', 'Design Specifications']","[0.37567025423049927, 0.3226168155670166, 0.3017129600048065]",Advertising,['battery'],0.37567025423049927
629,battery life ha kept me from buying an apple watch thus far and so naturally i wa excited for this watch until they announced the price i like it but i can not justify spending dollar800 on a watch one because i do not participate in extreme sport work in construction or anything that might necessitate that kind of design and secondly an ipad would be far more useful for what i do hopefully they will release a lower price version in aluminum but keep the battery capacity and screen size they could drop some of the ultra feature to keep the price down on a side note i get nine 9 day on a charge with my wyze 47c watch but it lack most of the advanced feature of the apple watch,"['Advertising', 'Design Specifications', 'Software']","[0.34941187500953674, 0.33722224831581116, 0.3133658766746521]",Advertising,['battery'],0.34941187500953674
630,please list your setting what did your turn off to get that much battery life,"['Design Specifications', 'Software', 'Advertising']","[0.43315112590789795, 0.40034955739974976, 0.16649937629699707]",Design Specifications,['battery'],0.43315112590789795
631,68percent battery if you ask apple,"['Design Specifications', 'Software', 'Advertising']","[0.5112395882606506, 0.30243438482284546, 0.1863260567188263]",Design Specifications,['battery'],0.5112395882606506
632,think im gon na stick with my old 44mm apple watch se cellular more apps than i need and larger battery than the non cellular and last about 2 day got it on sale for le than dollar200 good for those that can afford the ultra have fun,"['Advertising', 'Design Specifications', 'Software']","[0.4596092104911804, 0.28998878598213196, 0.25040197372436523]",Advertising,['battery'],0.4596092104911804
633,probably will not get the ultra but mine is a series 4 and i can barely get through a day without line dying i have to keep theatre mode on to save battery i will probably look at getting a series 8,"['Design Specifications', 'Software', 'Advertising']","[0.4142986238002777, 0.3537324070930481, 0.2319689840078354]",Design Specifications,['battery'],0.4142986238002777
634,stoked about that battery life,"['Design Specifications', 'Advertising', 'Software']","[0.5836663842201233, 0.30849024653434753, 0.10784335434436798]",Design Specifications,['battery'],0.5836663842201233
635,if you want something rugged with a lot of battery get a garmin at least 2 week of battery life,"['Design Specifications', 'Advertising', 'Software']","[0.6458065509796143, 0.19360274076461792, 0.16059066355228424]",Design Specifications,['battery'],0.6458065509796143
636,i have given up on smart watch back to good old casio with 10 year battery no hassle of charging no anxiety from erroneous reading of heart rate bp etc,"['Design Specifications', 'Advertising', 'Software']","[0.4369108974933624, 0.32913175225257874, 0.23395736515522003]",Design Specifications,['battery'],0.4369108974933624
637,honestly if apple made an android companion app for their watch to enable thing like calling and texting i would buy one of these it is dollar1500 where i live but it would be worth it for the ruggedness and battery life i often go on long tramp in the mountain for 3 or 4 day sometimes longer no smartwatch until now ha seemed to have a good enough balance of feature ruggedness and battery life for me to consider upgrading from my current solar powered analog watch,"['Software', 'Advertising', 'Design Specifications']","[0.4662783145904541, 0.2720123529434204, 0.2617093026638031]",Software,['battery'],0.4662783145904541
638,so basically if you just want a cool watch with a bunch of apps for sm navigation or whatever you loose a lot of battery for the stupid health function that constantly spy on your body unless you turn that power saver thing on is not there a usage profile setting kind of thing that doe that anyway and if not why have not the genius at apple added that from day 1,"['Software', 'Design Specifications', 'Advertising']","[0.6182069778442383, 0.2247399389743805, 0.1570531129837036]",Software,['battery'],0.6182069778442383
639,this is not for fringe people real pro will use specific pro equipment consumer will buy this to feel more pro a marketing tactic but really the appeal is the design the battery and status it stand out and everyone know it is expensive and unique probably will be massive hit with mainstream consumer,"['Advertising', 'Design Specifications', 'Software']","[0.6254306435585022, 0.3257421553134918, 0.04882718622684479]",Advertising,['battery'],0.6254306435585022
640,personally i will still take a garmin with a much longer battery life and better map but i do wish it had the same compatibility a apple watch do,"['Design Specifications', 'Software', 'Advertising']","[0.44757699966430664, 0.33004382252693176, 0.2223791927099228]",Design Specifications,['battery'],0.44757699966430664
641,3 day max battery life is rubbish especially for dollar800,"['Design Specifications', 'Advertising', 'Software']","[0.5295431613922119, 0.28602299094200134, 0.18443378806114197]",Design Specifications,['battery'],0.5295431613922119
642,i would love to see a video on all the smart watch that have long battery life,"['Software', 'Design Specifications', 'Advertising']","[0.3987705409526825, 0.33751556277275085, 0.26371392607688904]",Software,['battery'],0.3987705409526825
643,dear marque appreciate if you can use the ultra with lte connectivity only to have better judgement on how long the battery can last without a mobile thank you,"['Advertising', 'Design Specifications', 'Software']","[0.41295573115348816, 0.37856388092041016, 0.20848047733306885]",Advertising,['battery'],0.41295573115348816
644,that red watch face you talk about you can nistall on every wear o watch or garmin or suunto and for le then 800 dollar watch with only 2 day battery,"['Advertising', 'Design Specifications', 'Software']","[0.4432060122489929, 0.4217647612094879, 0.1350291669368744]",Advertising,['battery'],0.4432060122489929
645,take a shot for every time marquess ha mentioned wearing an apple watch to the met gala jkjk for real this wa a great review of the the watch and line up with what i expected the biggest pull to the average watch wearer like me is the battery life but with how fast the series 7 and 8 charge the lack of a week long battery life is not so much of a detriment imo i would probably stick to the regular non ultra model despite getting the pro model in all the other category,"['Advertising', 'Software', 'Design Specifications']","[0.4803280830383301, 0.3637610077857971, 0.15591096878051758]",Advertising,['battery'],0.4803280830383301
646,they will add an extra 30 min battery life every time they release the replacement model then slimmer by 1mm i will wait 5 year later to get 2 5 hour extra battery life,"['Design Specifications', 'Software', 'Advertising']","[0.46368691325187683, 0.29617246985435486, 0.2401406168937683]",Design Specifications,['battery'],0.46368691325187683
647,this watch is great for me a a chef because there are time when the battery will just run out because i work such long day plus my cake timer and alarm are more visible on the bigger screen and the more waterproof design mean it will not break while i am washing up,"['Design Specifications', 'Software', 'Advertising']","[0.7212291955947876, 0.20643432438373566, 0.07233647257089615]",Design Specifications,['battery'],0.7212291955947876
648,i have seen better battery life on better looking watch for example the amazfit t rex 2 smart watch for a little over 200 dollar will last over a week and a half and look amazing with a few color option,"['Design Specifications', 'Software', 'Advertising']","[0.3936139941215515, 0.3818224370479584, 0.2245635688304901]",Design Specifications,['battery'],0.3936139941215515
649,right but hear me out i literally just love the product design of it and the extra battery is nice worth,"['Design Specifications', 'Software', 'Advertising']","[0.674186110496521, 0.18110527098178864, 0.14470863342285156]",Design Specifications,['battery'],0.674186110496521
650,i actually do not care about all the pro feature i just want it because it is a fresh new design and the battery life,"['Design Specifications', 'Software', 'Advertising']","[0.39959073066711426, 0.3671911358833313, 0.23321814835071564]",Design Specifications,['battery'],0.39959073066711426
651,battery and price are the two thing that have stopped me from switching from a fitbit to an apple watch my fitbit can last about a week,"['Design Specifications', 'Software', 'Advertising']","[0.5398497581481934, 0.2466280311346054, 0.21352224051952362]",Design Specifications,['battery'],0.5398497581481934
652,battery life still suck compared to a good sport watch,"['Design Specifications', 'Software', 'Advertising']","[0.7113051414489746, 0.16444091498851776, 0.12425389885902405]",Design Specifications,['battery'],0.7113051414489746
653,i want it for the night time mode battery life and screen brightness in the day i can not dive i stick to popular trail and i only run to the refrigerator but i still want one,"['Software', 'Design Specifications', 'Advertising']","[0.4715840518474579, 0.3347519636154175, 0.19366392493247986]",Software,['battery'],0.4715840518474579
654,doe the casio have imessage no so obviously you can not really compare the battery like that because the other watch can not do nearly all the thing apple doe without hesitation,"['Software', 'Design Specifications', 'Advertising']","[0.3647294044494629, 0.33317920565605164, 0.30209141969680786]",Software,['battery'],0.3647294044494629
655,a someone who is into diving aaus scientific diving i am intrigued given what i know about apple watch and battery life i feel like i am veryyyyy skeptical i am assuming most diver will have a backup whether it is another watch or computer built in next to the pressure gauge i can not wait to see how it performs,"['Design Specifications', 'Software', 'Advertising']","[0.5116211771965027, 0.2827986776828766, 0.20558007061481476]",Design Specifications,['battery'],0.5116211771965027
656,i really like the series 7 but the battery suck and you can not find any screen protector for it the ultra fulfills those issue but it look massive all the stuff added to me would seem like bloat wear and the flat screen is not a appealing a the curved that said i think i am still interested just from the battery my 7 is almost always dead before the end of the day which make me not even want to bother with it,"['Design Specifications', 'Software', 'Advertising']","[0.4055772125720978, 0.3246726989746094, 0.26975002884864807]",Design Specifications,['battery'],0.4055772125720978
657,i love the innovative step taken to expand battery life this should push the casual market really well it is a shame we got this review so quickly but no galaxy watch 5 pro mention,"['Design Specifications', 'Advertising', 'Software']","[0.4431615173816681, 0.3202653229236603, 0.23657315969467163]",Design Specifications,['battery'],0.4431615173816681
658,i never liked apple watch because battery life ha been shit on them all i ended up buying an inexpensive watch with 1 week battery life and doe 100percent if what i needed in the apple watch,"['Software', 'Design Specifications', 'Advertising']","[0.39661312103271484, 0.36390072107315063, 0.2394861876964569]",Software,['battery'],0.39661312103271484
659,having had a galaxy watch for three year i forget that battery life is so bad for the apple watch over and over it is touted that this new apple watch ha such great battery life but it is still not a good a i have come to expect same with ruggedness it is just a non issue with the watch i have three year in basically not even a scratch obviously this is way way better in other way it way more expensive and three year newer but those feature especially feel like just geting to the hygiene level to make it properly reliable to where it is a non issue,"['Advertising', 'Design Specifications', 'Software']","[0.6056922078132629, 0.2568950653076172, 0.13741278648376465]",Advertising,['battery'],0.6056922078132629
660,amazing battery upgrade glad i bought one just hope i get it soon 4 to 6 week after unpacked is a long time device should be ready 1 week after unpacked or two day,"['Advertising', 'Design Specifications', 'Software']","[0.44247689843177795, 0.34717854857444763, 0.2103445827960968]",Advertising,['battery'],0.44247689843177795
661,this is the only watch i would use a not so easy to break scratch and good battery life although i am not willing to pay for one and battery is not near enough to what i would like so i shall pas,"['Design Specifications', 'Advertising', 'Software']","[0.7116240859031677, 0.19886353611946106, 0.0895124152302742]",Design Specifications,['battery'],0.7116240859031677
662,can you make a video on your setting to get that much battery life,"['Software', 'Design Specifications', 'Advertising']","[0.5707032084465027, 0.33167922496795654, 0.09761757403612137]",Software,['battery'],0.5707032084465027
663,aside from being a hiker runner and gym rat me this allows people that love going on long walk to leave their phone behind and not fret about lte phone call from the wrist draining precious battery life while tracking workout this is a huge win mine is on the way,"['Design Specifications', 'Software', 'Advertising']","[0.5034251809120178, 0.30202150344848633, 0.19455334544181824]",Design Specifications,"['battery', 'battery']",0.5034251809120178
664,the battery may be good but my 2 year old fitbit last a week,"['Design Specifications', 'Advertising', 'Software']","[0.5116785764694214, 0.27073946595191956, 0.21758195757865906]",Design Specifications,['battery'],0.5116785764694214
665,i have a pro trek watch a well it is amazing for battery life in the summer i get nervous in winter tho cu we do not see the sun for 5 month lol,"['Design Specifications', 'Advertising', 'Software']","[0.444652795791626, 0.2945440709590912, 0.26080307364463806]",Design Specifications,['battery'],0.444652795791626
666,i believe apple will make a pro watch at some point not targeting athlete a the ultra but people that want some extra battery life for example i think they will kill the se and the they will have the watch a baseline pro a bit more expensive with better battery life maybe a more square design and some extra feature and the watch a they have now that would be interesting,"['Design Specifications', 'Advertising', 'Software']","[0.49781614542007446, 0.3020498752593994, 0.20013391971588135]",Design Specifications,['battery'],0.49781614542007446
667,i am one of those people on the outside both professionally and leisurely my polar watch currently the vantage v2 had this kinda battery life and usually even much better for year now granted they do not do stock call whatsapp or anything of that fashion but they are excellent fitness tracker provide a weather forecast and other stuff it is all i need no le and not much more but most important they last sometimes for 8 or 10 day if apple can match that i will buy their watch a well until then it is garmin or polar for me,"['Design Specifications', 'Software', 'Advertising']","[0.3879682123661041, 0.3592473268508911, 0.25278446078300476]",Design Specifications,['battery'],0.3879682123661041
668,the battery life thing is not true my series 3 ha lasted a week without charge on multiple occasion,"['Design Specifications', 'Software', 'Advertising']","[0.4400506019592285, 0.303493469953537, 0.2564559578895569]",Design Specifications,['battery'],0.4400506019592285
669,getting this for the improved battery and gps that and i have always thought the regular apple watch wa too small,"['Design Specifications', 'Software', 'Advertising']","[0.3835850656032562, 0.32527992129325867, 0.2911350727081299]",Design Specifications,['battery'],0.3835850656032562
670,wr100 doe not mean much you know proper dive watch start from wr200 iso certified and above sapphire is not very durable material yes it is very scratch resistant but it is brittle which is not a thing you want in supposedly rugged watch you want plastic or mineral crystal for such thing the battery is a joke no watch should be charged that often two week is the bare minimum worrying about your damn watch battery dying is just not what those hardcore user want,"['Design Specifications', 'Advertising', 'Software']","[0.4497835040092468, 0.2976061701774597, 0.25261035561561584]",Design Specifications,['battery'],0.4497835040092468
