,title,rating,comment,timestamp,Sentiment,Sentiment Confidence Score
493,Great Purchase!,5.0,"First I was hesitant to buy it, because it says ""Renewed."" But I was mistaken. THIS WAS A GREAT PURCHASE, and I am happy I made the decision to buy it. Comes nicely packaged, perfectly clean, and actually it looks and feels brand new. The price is really affordable. Want to say this is my first time buying an Apple watch, I have transitioned from Samsung to Apple (phone and watch) and again, I made a great choice and purchase. I DO RECOMMEND THIS PRODUCT!","February 25, 2023",POSITIVE,0.9998096823692322
494,Buenazo,4.0,"Llego en su caja original, funcionamiento todo ok. Estéticamente todo ok","March 8, 2023",POSITIVE,0.6392562389373779
495,Incredible Deal,5.0,"I was hesitant to purchase as I had bought a ""refurb"" Apple Watch previously, however, this one is a MUST BUY! The previous version I had purchased had battery issues and would not last through a day. The battery on this lasts at least a day and a half with heavy use. I receive messages via MS Teams all day at work, workout, and walk a ton for my job. Apple fitness is a game changer and beats any fitness app i've used. Provides simple information and goals to strive for. Thoroughly satisfied with my purchase!","February 14, 2023",POSITIVE,0.9849832653999329
496,Many scratches in screen,4.0,I bought this watch fully knowing it was refurbished. The watch itself works great but has a decently sized noticeable scratch that kinda drives me crazy. Just remember you get what you pay for!,"February 18, 2023",POSITIVE,0.9972346425056458
497,Very Good Product!!,5.0,The Product Arrived On Time! Product Was In Excellent Condition! Product Came With Everything!,"March 19, 2023",POSITIVE,0.9997128844261169
498,Works great!,5.0,"Great deal for a quality product. No scratches, looked brand new. Battery life is great, can usually use for 2 days without charging depending on amount of use.","March 9, 2023",POSITIVE,0.9931042790412903
499,exactly what i expected,5.0,"it came with the charger, the apple watch, and the band. i use mine everyday and recommend for working out ! i like that it counts my steps accurately","March 8, 2023",POSITIVE,0.9997807145118713
500,Product received in perfect condition,5.0,I use this everyday! No issue noted!,"March 22, 2023",NEGATIVE,0.9577103853225708
501,I was scared until,5.0,"The media could not be loaded.
                



 I’m very satisfied with my purchase. I got it as (good) and their is a tiny dent at the bottom left corner you can’t even notice or see that it’s their. Now the battery health is at 98% that great because the watch will do well. But it the battery seems to not last long. But it’s okay I’m not complaining I love this Apple Watch it’s a great choice I picked.","April 4, 2023",POSITIVE,0.9986149072647095
502,"Great item, just the wrong item for us",4.0,"Product was what we expected, but we would like to return the item and get a cellular version of the Apple Watch so that we can use it with our telephones and avoid a monthly fee with our carrier","January 24, 2023",NEGATIVE,0.9981412887573242
503,"Es de primera generación, pero completamente funcional.",5.0,"The media could not be loaded.
                



 Llegó mucho antes de la fecha acordada, está en excelentes condiciones, no tiene ningún altercado a nivel visual, esta completamente utilizable, no tiene un ID anterior ni ningún problema de ID, la condición de la batería está intacta. Las bandas están excelentes. Excelente compra.","April 10, 2023",NEGATIVE,0.9984586238861084
504,Great watch.,5.0,No complaints. Great watch.,"March 13, 2023",POSITIVE,0.9996922016143799
505,Pretty good,5.0,For a renewed watch it works fine and so far connected fine. So thank you very much.,"March 3, 2023",POSITIVE,0.9998688697814941
506,10/10,5.0,Honestly 10/10 love the watch. A few minor scratches on the back but it’s in great condition. Very happy.,"February 27, 2023",POSITIVE,0.9998181462287903
507,I upgraded from a series 3,4.0,I upgraded from a series 3.  I loved my old watch and when it quit working I upgraded to this.  The screen is a little touchy and it doesn’t always register when I try to tap to unlock it or open apps.,"December 30, 2022",NEGATIVE,0.9870213866233826
508,Like new! Exactly what I was hoping for,5.0,"This watch looks brand new, the screen has no scratches or scuffs. It works perfectly and the band is brand new. It arrived much sooner than I expected. Very happy with this purchase.","February 13, 2023",POSITIVE,0.9998036026954651
509,Can’t live without my Apple Watch now 🙃,5.0,"Literally, perfect. Screen is still in perfect condition, charger works as it should, lifetime battery says 98%, took no time at all to link up with my phone, and SO MUCH cheaper than buying brand new. If you’re on the fence about this, just get it. You’ll thank yourself. Also, obsessed with all the bands I’ve found on Amazon too 😍","January 31, 2023",POSITIVE,0.9655671715736389
510,Being a refreshed item I’m pleased,5.0,Bought this for my 13 year old for Christmas. She was super happy with it. I was happy it came in an OEM box and looked like brand new!,"February 11, 2023",POSITIVE,0.9998304843902588
511,Nice Apple Watch,4.0,This is my very first Apple Watch. I really like it. The only thing is it came with many scratches and one gouge. I was very excited to receive it and immediately started learning all about it. The next day I then realized I should of contacted the company and let them know of the scratches but by that time I had invested my time and info into the Watch. I honestly did not want to start all over. That was my only reason for not contacting the company to send it back. Lesson learned. All in all I love the color and it’s performance. The battery only lasts me for a day.,"October 4, 2022",NEGATIVE,0.9693385362625122
512,Lousy Battery Performance,4.0,"It has all of the features that I need that my Watch many years ago did not. My last one was new, but refurbished is fine. Especially due to the difference in cost.What I am hoping to find online is a way to have the Battery last longer.For now, I’m going to wear it when I need to the most, so can charge as necessary.I DO know that Bluetooth drains battery. I’m going to try to remove apps that I don’t want right now to see how much that helps.","October 28, 2022",NEGATIVE,0.9796457886695862
513,Looks good cosmetically!,4.0,Looks new and pretty but requires constant charging. I have to charge overnight to make it lasts the whole day.,"December 14, 2022",NEGATIVE,0.9886816740036011
514,Love this Apple Watch,5.0,"I'm not sure why I waited to get an Apple watch to go with my other Apple products... maybe the price. This refurbished has been perfect. I could live with the price. It's been dependable. And it's made receiving messages so convenient. I don't sleep with it on because I don't want to ""feel"" the notifications. So the battery life has been a non-issue. I charge it at night though it's rarely below about 65%. I'm very happy I finally got one and got this one. (I have a tiny wrist, so I had to buy a stretchable replacement band, as this one was too big and the watch was not against my wrist.)","December 19, 2022",NEGATIVE,0.9436906576156616
515,My wife loved it!,5.0,Great Watch,"February 21, 2023",POSITIVE,0.9998667240142822
516,IMPRESSIVE BATTERY LIFE (09/13/22),5.0,"I am really impressed with this refurbished Apple Watch SE. I had been idly considering purchasing an Apple Watch for a year and when I saw this, I jumped on it even though I saw the SCATHING reviews regarding the battery life.REGARDING THE BATTERY LIFE:I found that right out of the box, the Apple Watch *did not* preform with the battery life as advertised. It only lasted about 3-4 hours fully charged.HOWEVER, after going through and TURNING OFF background app refresh and other background processes, as well as REMOVING UNNECESSARY APPS, the BATTERY LIFE IMPROVED DRASTICALLY. It has NOT EVEN hit 75% after a FULL 8 HOURS. I think the battery life is really impressive!COSMETICALLY:This watch is in REALLY GOOD condition considering it is secondhand/refurbished. I received mine with only ONE TINY CHIP to the screen.**I genuinely think this is not a watch to pass up. If you’re considering it, I HIGHLY RECOMMEND going through all of the apps that come on it and remove unnecessary ones as well as turning off any background processes. That should improve battery life amazingly.**Thank you!","September 13, 2022",POSITIVE,0.9915891289710999
517,Satisfied but a bit disappointed…,3.0,"I bought the excellent condition refurbished SE and it came quickly in the mail, but it was free-floating in a small FedEx box(there wasn’t even bubble wrap around the actual watch piece), leaving a ton of opportunities for damage to occur. I saw some people received there’s in the original apple box, but that wasn’t the case for me. It arrived completely dead and not fully updated, which was simple to deal with but just a little bit of an inconvenience. On the plus side, the battery capacity was at 100%, which is great for a refurbished piece, maybe they replaced the battery. The glass screen of my watch also has a fairly large scratch on it, which was disappointing because I paid the extra money for “excellent condition”, and I personally wouldn’t consider it excellent. My watch didn’t come with the user manual, which I solved by just using the apple store website, but it would’ve been nice to have.Overall, this is a great option to save money but be weary of how it ships, I definitely think this store should invest in better shipping products (so that they aren’t liable for damage during shipping when the product was maybe in perfect condition before it was sent out)! The watch works fine and has great battery health, just a bit upset about the scratch since I paid for the excellent condition.","August 6, 2022",NEGATIVE,0.9922069907188416
518,Like new,3.0,"Overall the watch is great. It looks new and works great. Only reason I gave it three stars was because the battery is horrible. I fully charged it when I received it. Only wore the watch 4 hours and barley used it and when I got home my battery was at 20%. Now I have to purchase a new battery , which I should not have to do seeing as I just bought this watch a couple days ago.","February 7, 2023",POSITIVE,0.9809960126876831
519,as if it was brand new,5.0,"40mm is a little small but some people have preferences. anyways, it works just as if it was brand new. very cutsie pootsie","January 30, 2023",NEGATIVE,0.8640244007110596
520,Perfect!!,5.0,Such a perfect buy! Nothing was wrong and it was great! 100% recommend I ended up buying one for my mom,"February 4, 2023",POSITIVE,0.9998133778572083
521,Works great,4.0,Watch works great and has a good battery life. sometimes i can’t respond to messages through the watch but everything else works amazing.,"November 13, 2022",POSITIVE,0.9998457431793213
522,Pretty Good Overall,4.0,"I bought this Apple Watch for my son. So far it works fine, the charger that was sent for it seemed cheap but he used his old charger. The battery health is at 90% capacity when sent. The other thing is I bought this one thinking GPS meant you can use Apple Maps without wifi, it just means u can track you’re distance during workouts or whatnot. I would recommend.","September 22, 2022",NEGATIVE,0.9818892478942871
523,Don’t know what’s wrong,4.0,I bought this Apple Watch SE and I just got it yesterday and I have already updated the watch but after it was already done updating I started to set it up and it would reach the sharing screen but goes right back to this screen . Can someone help me on how to complete the set up on the watch,"September 22, 2022",NEGATIVE,0.989448070526123
524,Mom loves it,3.0,Got this for my mother. She loves it. However the band that came with it came broken,"March 1, 2023",NEGATIVE,0.9862058758735657
525,Different packaging and band,4.0,"The Apple Watch itself works great, however my only complaint is that the wrist band, charger, and box aren’t the ones like in the review. They’re more cheaper and the wrist band is a cheap one not the official wrist band.","October 2, 2022",NEGATIVE,0.9855546951293945
526,"Good watch, big band",4.0,"I have yet to get it completely set up but so far this watch has done well. It charged quickly but does not fit my wrist. I’m not sure what size the band is, but if you have small wrists it will not fit.","September 13, 2022",NEGATIVE,0.9946690201759338
527,Great Deal!,3.0,"I'm enjoying my refurbished Apple Watch.  My only complaint is that the battery life is only around 20hrs.  I'd like to wear it to track my sleep but then I wouldn't be able to wear it the next day without having it charge for an hour or so.But other than that, I'm enjoying it.","January 7, 2023",POSITIVE,0.9974507689476013
528,great watch!  delivered early!  like new condition,4.0,"So far, I am really enjoying the watch.  The only problems have been operator error;  once I read the manual, I'm good to go.  But, can't figure out how to track my steps throughout the day","September 10, 2022",POSITIVE,0.9675037860870361
529,Need usb c plug in outlet charger you only get a cord.,3.0,i did not like to get this and have no way to charge the darn thing.  a Regular usb cord and not a c cord to charge. really  just spent $200 and no way to chargeit.  very disappointed.,"January 10, 2023",NEGATIVE,0.999771773815155
530,Great price! Bought 2,5.0,"My original Apple Watch 3 broke after 5 years so I had to get a new one. Couldn’t justify the price, but this referb was excellent. Looks and works like brand new! I got a second one for my husband. His is perfect too.","December 13, 2022",POSITIVE,0.9997981190681458
531,Ehhh,4.0,"Battery does not last long and takes a while to charge; not allowing me to wear it over night to track my sleep. Also, the band it came with is more grey than it is white. Minor detail, but I was hoping for a lighter color","August 21, 2022",NEGATIVE,0.9950293898582458
532,Very Good Product,5.0,"I was very surprised and pleased with this watch. I have used it in swim workouts, and it has worked wonderfully. I like the size of the screen and have had no issues so far. Band is comfortable. I haven't used the sleep tracker yet, so I can't review that honestly. Watch came in a weird box, but besides that, I am very pleased with this purchase.","November 16, 2022",POSITIVE,0.9998323917388916
533,Charger over Heats,3.0,"Watch is great, app is great. But beware, the charger over heats and becomes too hot to touch. I tried with several different boxes and outlets and within 5 minutes the charger was super hot. I forgot my watch on their and 30 minutes later it was too hot that it wouldn’t turn on.","December 30, 2022",NEGATIVE,0.994513988494873
534,Muy buen reloj,5.0,Apesar de que es Reacondicionado es un excelente relok,"January 21, 2023",NEGATIVE,0.9745641946792603
535,Great! But watch band was broken.,4.0,"I just received my watch in the mail yesterday and so far it looks brand new in all new packaging. However, the band was clear that it was not an Apple product and it came broken. I can't use it with a spring being broken in the band so it will not insert at all. This is a bummer for sure. But overall, I would say it was worth the money so far.","July 15, 2022",NEGATIVE,0.9951127171516418
536,Looks Brand new,5.0,Got it for my wife for Christmas. She loves it . It does not look refurbished. Still in plastic with original pieces included . Great buy!!,"January 1, 2023",POSITIVE,0.9829086065292358
537,Great refurbish,5.0,A nice refurbished watch,"January 25, 2023",POSITIVE,0.9978838562965393
538,"Good Deal, but Already Needs Battery Replaced.",4.0,Used religiously since purchase (not very long ago) and now the battery won't charge past 80% anymore and dies very very quickly.,"September 19, 2022",NEGATIVE,0.9995587468147278
539,Great watch.,5.0,Great watch for the price. I didn’t need it to be cellular. Fast delivery too. Once I figured stuff out the battery life has been great. (Was on it a lot when I first got it),"December 13, 2022",POSITIVE,0.9955906867980957
540,"Trash battery, got better",4.0,The watch is great. Does what it needs to do. BUT the battery is absolutely trash. Took forever to get to a full charge but then died after 3 HOURS. Im so mad.***update*** so i ended up updating the watch and it works just fine.,"August 14, 2022",POSITIVE,0.9936337471008301
541,No cube for charging cord,4.0,Works great! Needs to come with cube for the charging cord.,"October 6, 2022",POSITIVE,0.9943207502365112
542,Watch great! Watchband broke right off.,4.0,"Only have had 3 days, but so far it's great!But, the cute pink watchband broke right away.  The little metal piece over the spring fell off, so I had to buy another band at walmart. Wish it had come with the written 90-day warranty","August 7, 2022",NEGATIVE,0.9982808828353882
543,Decent for the price but…,3.0,"Overall I was fairly happy with my purchase even though I selected excellent condition, I would say the watch came in in good condition. Definitely scratches on the screen that were very light and two spots on the outside of the watch where it was rubbed up against something, definitely can see some of this minor damage, holding it out at arms length. However, for the price I think it was well worth it, as for some of the minor damage nothing that a screen protector couldn’t cover up.","November 18, 2022",POSITIVE,0.8700928092002869
544,Perfect,5.0,Came just as promised! Everything works perfectly I’m glad i made the purchase,"January 9, 2023",POSITIVE,0.9998732805252075
545,Great product for the price,5.0,Works great. My husband who was completely against it is in love.,"January 10, 2023",POSITIVE,0.9998655319213867
546,As described,5.0,"I was a little worried buying this refurbished but it showed up without any issues, clean, good condition and with a power supply (minus the wall plug). Standard setup; we were able to search for instructions online and it's been working great for the last 2 months","November 16, 2022",POSITIVE,0.780483603477478
547,Works great EXCEPT wrong color band,4.0,So far the watch works great.  I was disappointed the watch band was gray vs white as advertised… but not returning because of the color of the band.,"August 19, 2022",POSITIVE,0.9073267579078674
548,Can't see any difference from brand new,5.0,"After a few years of wanting this watch, I went for it when I saw this great price.The watch looks pristine and the battery life is excellent.At time of writing (September 2022), you can have offline Spotify, and Apple now provides estimated vo2 max, and heart zone training alerts - in addition to the normal sleep tracking, run tracking, and so on.What an awesome fitness accessory, a great $180 spent.","September 25, 2022",POSITIVE,0.9995115995407104
549,Super!,5.0,Por el precio está muy bienEs preciso en los recorridos de ejercicio,"December 28, 2022",NEGATIVE,0.8601354956626892
550,This keeps me moving!,5.0,"I bought this as an upgrade from my FitBit.It not only works with Apple Health but also with Lose-It which I use for tracking nutrition, sleep and exercise.It’s easy to set up and use. I do pop it onto the charging stand every night so I’ve never experienced any battery life issues, but I did go several days in a row without charging when I first hot it; again no problems.It is synced with my iPhone so I never miss a text, event or call.It reminds me to stand, move, and exercise (it did that just now!).My only complaint is that the large watchband included with the watch is not large enough. The watch band vendors, including Apple, seem to think that people who buy 40mm watches have small wrists.If your wrist is over 8” in circumference and you want a iWatch SE, buy the 44mm iwatch.This is a good, helpful, well-performing device.I recommend it.","February 19, 2022",POSITIVE,0.9974772334098816
551,Granddaughter very pleased,5.0,Good value and arrived early than expected.,"January 4, 2023",POSITIVE,0.9995941519737244
552,Daughter loves it!,5.0,A scratch here and there but overall not bad for the price,"December 26, 2022",POSITIVE,0.9906814694404602
553,Love it,5.0,"I bought this refurbished on February 25, 2022, it’s now March 12th and so far I have absolutely NO COMPLAINTS! This is my first Apple Watch ever. There are some minor scratches on the screen but like I said it’s refurbished. The band color was more purple than a pinkish color that the picture looks like. Honestly I’d buy it again though.*UPDATE* Here it is July 1st and I still love my watch! I just figured out it can get wet and it works fine getting it wet (in the shower or sprinkler). I haven’t swam with it yet.Only complain is occasionally it does freeze up and zoom in I usually press and hold both buttons and just reset it and have no more issues once it turns back on! I am completely satisfied with this purchase still! It takes calls just fine. Texts greats. Tracks great! I love it!","March 12, 2022",POSITIVE,0.9989387392997742
554,Love my watch,5.0,"First time buying a refurbished piece of tech.  So far, so good.  Watch came on time.  No fancy packaging but all parts were there.  No scratches and it works great.  This is my first Apple Watch so I did not want to spend a ton on money and the SE does everything I need it to do.  Love not having to dig out my phone every time I get a text, to check on email and even to answer the phone.  Also love recording my workouts on it.","August 5, 2022",POSITIVE,0.9990054965019226
555,Awesome! Just as advertised,5.0,Works as advertised. My product was just like new,"December 28, 2022",POSITIVE,0.9979497790336609
556,Love it,5.0,"The media could not be loaded.
                



 It was easy to put together. It was easy to set it up. It is definitely worth the money. It’s great value for the money that you pay for for the watch. I have the iPhone SE so I wanted the Apple Watch SE to go with it and it looks great thank you Amazon for this product.","November 10, 2022",POSITIVE,0.9997451901435852
557,Brand New,5.0,"Product came in looking brand new.  No scratches or even dust on the watch itself, and the battery has 100% of its life.  The watch was updated to WatchOS 8.6, so after updating to 8.8(current at time of writing), the watch worked as expected.  I’m upgrading from a FitBit Blaze, and it is a massive upgrade.  Only came with S/M bands, which barely fit my wrist, but other than that it is perfect.  Also, it includes a USB-C charger, rather than a USB-A so keep that in mind when buying.","July 31, 2022",POSITIVE,0.6067655682563782
558,Wrong strap color,4.0,"Wrong color, strap is gray actually. Otherwise everything is as expected. Working great","August 22, 2022",NEGATIVE,0.5043012499809265
559,Love it,5.0,Love it perfect,"January 8, 2023",POSITIVE,0.9998804330825806
560,Buy this now!!,5.0,Absolutely love this watch and so glad I didn’t have to pay a lot for it! It came in the normal packaging and everything is in perfect condition. So so happy with it. Originally I was nervous because it seemed like the battery life wasn’t very good but after a full charge it lasts a long time.,"October 4, 2022",POSITIVE,0.890365481376648
561,Forget the others...this is what you want IF you have an iphone,5.0,Forget the others...this is what you want IF you have an iphone,"December 14, 2022",POSITIVE,0.960582971572876
562,"Slow response, frame too large",2.0,"Slow touchscreen responseAir bubbles on the screenThe frame covers up text and graphics (yes, I did go into text size to adjust and this did not correct the problem)I contacted the seller four days ago and have not received a response.","April 9, 2023",NEGATIVE,0.9995738863945007
563,Perfect,5.0,Works perfectly,"December 27, 2022",POSITIVE,0.9998513460159302
564,Amazing!,5.0,Worth the value! I have used this every day and its still working great 4 months down the line.,"November 20, 2022",POSITIVE,0.9990567564964294
565,What to expect!.!.!,4.0,"So I’ve read multiple reviews about how it was iCloud activation locked, but when I got mine it worked perfectly with no trouble at all now I haven’t tested the battery but at this point In time I believe that it will last two days, only reason I’m giving it 4 stars out of 5 is because I received the band box and the Apple Watch box without the main box that holds them together, the packaging  for both boxes looked excellent, but as soon as I opened it the packaging looked ripped, I’m pretty sure Renewed Apple watches need to be sealed back up to ensure quality, but it’s whatever I got a perfect band, and almost brand new Apple Watch considering it’s been used!!!","August 27, 2021",NEGATIVE,0.9495701193809509
566,"Sin palabras, la mejor compra de todas",5.0,"Estaba un poco dudoso de lo que iba a recibir ya que mi primera orden fue cancelada pero pude recibir un reemplazo, sin embargo, el Apple Watch llegó antes de la fecha estimada, con todos sus accesorios y caja original, y aparte tiene cobertura por garantía de Apple hasta julio del otro año! La mejor compra que pude haber hecho definitivamente.","August 27, 2022",NEGATIVE,0.988542914390564
567,Cuando lo abran tener en cuenta que se demora muchísimo en actualizar.,4.0,Me gusto bastante pero si se demora muchísimo en actualizarse pero hsta el momento todo lo demás funciona increíble,"July 13, 2022",NEGATIVE,0.7416688799858093
568,Sending quick texts and counting my steps,5.0,"I love my watch!! It stays charged all day and I only have to put it on charger at night when I go to sleep. It’s great for sending quick texts while doing other tasks. I also love that it counts my steps and tracks how long I’ve walked. I can also talk on the watch, which is great for my busy life! LOVE THIS PRODUCT!","August 11, 2022",POSITIVE,0.9997434020042419
569,company may advertise it wrong,3.0,I thought I was buying a GPS + cellular watch but it was only GPS.  I bought a blue band but it came with a white band.The company did disappoint with these details but the watch is in great working order. I decided to keep it for myself instead of for my daughter and am satisfied with it.,"October 5, 2022",POSITIVE,0.9423449635505676
570,It’s fantastic. Love this.,5.0,"I went from the Apple Watch 3 to the SE version, and it’s absolutely perfect. I didn’t need the GPS or extra things that come with the 7 so this was the clear option. Works very well, battery could be better but if you turn off the heart rate it wll last more than 24/hrs","August 31, 2022",POSITIVE,0.9887520670890808
571,Amazon Renewed is the way to go,5.0,"The watch came as expected with only a few tiny scratches, barely noticeable. After about a month of daily use, I believe the Apple Watch SE is a good fit for most people who just want a reliable watch with fitness tracking, notifications, and Apple Pay. I haven't found myself desiring the more advanced features of the newer Apple Watches. For the price, the SE is well worth it.","July 22, 2022",POSITIVE,0.9939690828323364
572,Newish but no box,4.0,Watch face is in new like condition and it came with a new looking cord but in a plain cardboard  box not an apple box like I was hoping for. Works fine battery life is ok a little less than my other watch.,"April 17, 2022",NEGATIVE,0.9623731970787048
573,Real Apple Watch,5.0,My son loved it,"December 7, 2022",POSITIVE,0.9998728036880493
574,Just what my daughter wanted,5.0,This watch came in a generic box but the watch itself has no deficiency. Keeping up with her daily activities. She is able to download most of the apps. I am glad that i made this purchase for her.,"September 22, 2022",POSITIVE,0.9990142583847046
575,Kind of an important missing piece,3.0,It would've been nice to have the charging adapter so that I could charge this so that I could set it up so that I could actually use it.  Had to spend another $19 just to even see if it works.,"October 21, 2022",NEGATIVE,0.9996521472930908
576,LOVE THIS WATCH !,5.0,I was nervous about ordering from the seller because of some of the reviews but honestly I love this watch it came in the original packaging with the original charger and bands ! I was in such awe that this was legit being like I said some of the reviews stated the box was empty or damaged but nope I received a very real very new Apple Watch ! Thank you guys !,"July 8, 2022",POSITIVE,0.9898292422294617
577,Amazing watch at super price!,5.0,This refurbished Apple watch was packaged with such care and arrived quickly from the seller. All was in working order with no scratches as promised. I’d definitely buy from them again!,"October 4, 2022",POSITIVE,0.9902957081794739
578,"Okay, what the heck?",2.0,"I’m not super particular about most things, but this is kind of unacceptable. The watch came in (it seems fine and looks like it will probably work just as well), but all the accessories and what not we’re just chucked in the box and not where they should be. I understand that it’s refurbished/used and everything, but I expected better from an Amazon choice.","February 6, 2023",NEGATIVE,0.9993614554405212
579,Excellent quality,5.0,"This was a birthday present, the watch was as clean as new, very minor scuffs that are only there if you’re actually looking for them. Battery so far is good, responsive and crystal clean screen. Other than not getting the full “butterfly packing” unboxing experience it was definitely worth the purchase. I should add that this isn’t new so I purchased the 3 year protection plan with it for the long term","July 7, 2022",POSITIVE,0.9990767240524292
580,Poor battery life,3.0,Product very clean and almost brand new. Updated the watch like suggested but the battery still seems to drain really fast.My last watch lasted at least 2 days and I’m lucky if I get through a day (not including night) on one charge.,"October 14, 2022",NEGATIVE,0.9982424974441528
581,Excelente compra,5.0,"Lo llevo usando algunos meses y es excelente, mejor de lo que pensaba. En el empaque llegó como nuevo, no parecía renewed, lo uso sobretodo para medir mi rendimiento en el agua y funciona Perfecto.","September 27, 2022",NEGATIVE,0.8699476718902588
582,Poor battery life,3.0,my daughter wears this on schooltime mode during the day yet when she gets home from school it only has like 20% battery life.  constantly  have to charge it.  poor battery life.,"October 21, 2022",NEGATIVE,0.9994896650314331
583,not bad,4.0,First time i ordered it it was locked. I messaged the seller and they got me a new one. Works perfectly fine. No complaints with the new one.,"April 27, 2022",POSITIVE,0.9993539452552795
584,Buena compra,3.0,No Comment,"December 8, 2022",NEGATIVE,0.9760733842849731
585,Great experience,5.0,"FYI You need iPhone and a wall charger, but I knew that going in.I received the package fast and secured. I had to charge the watch for 30 minutes before syncing it with my phone. The battery works great and I got great use out of it on the first day! It came with two bands of different sizes and it works great. I did have to turn off the zoom setting on the watch. Overall 10/10 experience. I love all the information that comes with it about how it's a refreshed or refurbished item and its warranty. Thank you so much!","March 31, 2022",POSITIVE,0.9995917677879333
586,Great watch Great Price,5.0,"I love this watch. Did not come with any directions, but after charging was very easy to figure out.","October 24, 2022",POSITIVE,0.9538999795913696
587,best value for money.,5.0,"Best purchase in a long time, the apple watch just look like a brand new one, no scratches at all, came in a original apple box, 100% battery life and ready to link to your apple ID, works perfectly after 1 month, and just $199 for SE model with free shipping.","July 28, 2022",POSITIVE,0.9816664457321167
588,Como nuevo,5.0,"Visiblemente excelente, como nuevo, la batería al 100 %","November 11, 2022",POSITIVE,0.9936322569847107
589,Bad accessories,3.0,I liked that the watch looks and fell like new. Battery was great.It came with a very short charging cable and the magnet was not strong enough. Also the watch band only came in medium size.I returned mine because of these issues.,"September 6, 2022",NEGATIVE,0.9952364563941956
590,Wrong colored band,3.0,"Ordered the one with the abyss blue band, but instead they sent a white. They don't even show a white-banded one on their listing so I don't know what's up with that. Otherwise it's absolutely fine: 90% battery health, a few minor blemishes on the back of the casing (which are invisible when wearing), and no conspicuous issues with the hardware or software.","July 23, 2022",POSITIVE,0.8704479932785034
591,Look up how to adjust settings and you will probably love it,5.0,I hated it because the battery drained so fast and I thought it might even be defective. I looked up a lot of guides on turning off certain settings that aren't important to me and my battery lasts a whole day even with a workout now.,"July 21, 2022",NEGATIVE,0.9978467226028442
592,Nice!,5.0,The product looked new and is functioning as it should. The price was right!,"October 21, 2022",POSITIVE,0.9994901418685913
593,Best purchase,5.0,"I was worried that bc it was a renewed product I wasn’t going to be satisfied. That it would perform at lower quality than new. I was wrong, it was in perfect condition it has held the battery life and works great. Very happy with my decision to buy renewed.","July 3, 2022",POSITIVE,0.9934449195861816
594,Swiftly and well banded,5.0,I can’t believe it took fedex three missed reports to get it but it was worth it,"October 12, 2022",POSITIVE,0.9993749260902405
595,Awesome buy,5.0,Loved it! It is a like new item🤍,"October 31, 2022",POSITIVE,0.9998551607131958
596,love it!,5.0,love getting calls on my watch,"November 5, 2022",POSITIVE,0.9980279803276062
597,Screen issues.,2.0,"The screen of the Watch dips on one side. This makes the touch sensitivity unreliable. Either it will not register the touch, or it will activate buttons on the other side of the screen. Everything else is in perfect condition.","February 16, 2023",NEGATIVE,0.9995571970939636
598,Great Buy,5.0,I was skeptical about a refurbished purchase but the watch is like new. I couldn’t even tell that it was pre owned,"September 23, 2022",POSITIVE,0.974577784538269
599,Love this watch,5.0,Great value for the money. I upgraded from a very basic Apple Watch to this one and I am very happy with it.,"September 19, 2022",POSITIVE,0.9998406171798706
600,"Does not come with an adapter. Just the watch, the band and base charger cord",4.0,Thought the handwashing feature would be cool but it does not detect when you washing your hands.,"April 17, 2022",NEGATIVE,0.9966219663619995
601,Loves it,5.0,Got it for my son's birthday and he loves it,"October 18, 2022",POSITIVE,0.9998641014099121
602,"100% battery status, no visible scratches, good seller attention",5.0,"here in my country the same watch is around 450 usd, here I bought mine for 197 usd with 100% battery life. Basically new. Love it","September 10, 2022",POSITIVE,0.9986721277236938
603,"Great purchase, will purchase again",5.0,"The watch overall is great the only concern that I have is when it get hot when it’s changing, it will not charge","September 11, 2022",NEGATIVE,0.9971194267272949
604,Great Condition!,5.0,So I really got into fitness this past year(COVID got me to finally look in the mirror) and I was curious about getting an Apple Watch. I finally got this one and so far it’s been great! I like all the data and added insight into my exercises and health. I appreciate the ease of setting it up and being able to leave my phone at the house while I go for a run. The alarm wakes me up better than my noise phone alarm. I haven’t used it that long but the Spotify app and my workout apps all integrate with it quite well. My only issue is that the wrist band it came with was too small for me. Condition was like new!,"July 30, 2021",POSITIVE,0.9992306232452393
605,Nonfunctional fake charger,3.0,The charger I received in the package does not work. I ordered an original charger from Apple for 30 dollars. I wish to get refunded for the missing parts.,"September 15, 2022",NEGATIVE,0.9996896982192993
606,Quality is incredible for a refurbished item.,5.0,"So happy with this purchase. I feel like I got more bang for my buck, the quality is like brand new, you would never know it was refurbished.","August 21, 2022",POSITIVE,0.9995262622833252
607,Eh,3.0,"Received very quickly, satisfied with shipping. However, the box was shoved into a FedEx envelope when it should not have been and I’m lucky it was not damaged. Upon opening, I thought it would be refurbished within an apple box and instead it was in a cheap box with cheap packaging. There are no instructions included besides needing to unpair - which I don’t because I just bought this. The watch was also 100% dead upon arrival and will probably take a while to charge before set up. I’m a little disappointed and I haven’t even gotten started.","March 23, 2022",NEGATIVE,0.9993405938148499
