,comment,labels,scores,classified,Components List,label confidence score,Sentiment,Sentiment Confidence Score
461,imo this watch is trying to capture more of the men is watch market the design is catered to the men is market i know many men and i am one who still do not wear a smart watch because of concern about durability battery life size and feature my watch for backpacking climbing etc is a casio pro trek like the one you showed with an altimeter compass and solar charging my daily watch is a seiko solar chronometer both never need charging are rated water resistant to 100m static pressure and tell me what i need to know both are about 1 3 the price of this and are much higher performing in the way that matter to me,"['Design Specifications', 'Advertising', 'Software']","[0.6303897500038147, 0.20805254578590393, 0.16155768930912018]",Design Specifications,['battery'],0.6303897500038147,NEGATIVE,0.9534184336662292
462,in 6 month and 3 update the watch will do 5 hour battery and get hot just in time for the next dollar900 version next year,"['Design Specifications', 'Software', 'Advertising']","[0.46055689454078674, 0.2756592035293579, 0.26378393173217773]",Design Specifications,['battery'],0.4605568945407867,NEGATIVE,0.978847324848175
463,i am absolutely the audience for this i am a qualified diver recreational and technical a fairly regular hiker mountain biker multi day wilderness trekker and a regular runner gym goer prior to this the only realistic option for people like me to have an all in one device wa the garmin descent mkii google the price though and look at how dated it already look and you might see why i have not made the leap just yet from my current combination of garmin fenix 6 and a basic mare recreational dive computer in reality most of my dive are usually single cylinder recreational dive and this is the case for most tech diver i have come across for a number of reason that go well beyond this post this aw is therefore a really tempting option for me a for anything technical i have two separate computer anyway the one other major hassle this would solve would be the constant changing between watch on the boat before after kitting up taking kit off pre and post dive it doe not sound like a big problem but dive boat are busy place with heavy equipment knocking around so every time i take my fenix off i always have to worry about it being either lost or broken not an issue if you never have to change watch in the first place regarding trekking i wa worried about the battery life initially but in reality i only get about three or four day of battery including tracking storm alert etc from my garmin when outdoors anyway despite the amazing standby of around 2 week i and most trekker i meet these day tend to a carry battery pack s anyway so the battery life is not really a huge problem with the performance that marque is seeing all in all i am seriously considering this a my first apple watch a day i thought would never come,"['Design Specifications', 'Advertising', 'Software']","[0.40285345911979675, 0.3077699840068817, 0.2893765866756439]",Design Specifications,['battery'],0.4028534591197967,NEGATIVE,0.9907816052436829
464,i feel that the battery life is not enough i have a garmin fenix 7 and it last me a week without charging such a great experience,"['Design Specifications', 'Advertising', 'Software']","[0.3497052490711212, 0.34278449416160583, 0.30751025676727295]",Design Specifications,['battery'],0.3497052490711212,NEGATIVE,0.9989437460899353
465,crap battery life compared to coros garmin other fitness watch,"['Design Specifications', 'Software', 'Advertising']","[0.42616012692451477, 0.3515525162220001, 0.2222873568534851]",Design Specifications,['battery'],0.4261601269245147,NEGATIVE,0.9997410178184509
466,why do not they curve the underside of the watch kind of easy to do if you have several size and add a huge amount of comfort and battery space,"['Design Specifications', 'Software', 'Advertising']","[0.5108525156974792, 0.3200867474079132, 0.16906078159809113]",Design Specifications,['battery'],0.5108525156974792,POSITIVE,0.9968236684799194
467,the nice on 69percent of battery got me,"['Design Specifications', 'Software', 'Advertising']","[0.4750384986400604, 0.3356044590473175, 0.18935701251029968]",Design Specifications,['battery'],0.4750384986400604,POSITIVE,0.9954375624656677
468,i just use a mechanical watch and never have to worry about battery,"['Design Specifications', 'Advertising', 'Software']","[0.6465638279914856, 0.22681015729904175, 0.12662598490715027]",Design Specifications,['battery'],0.6465638279914856,POSITIVE,0.9976499676704407
469,i wish it had a battery for like 4 5 day just to keep up with other fitness tracker,"['Design Specifications', 'Advertising', 'Software']","[0.3747662901878357, 0.35856977105140686, 0.26666387915611267]",Design Specifications,['battery'],0.3747662901878357,NEGATIVE,0.9985609650611877
470,i mostly only upgraded because of the battery after a year of battery degradation the battery on the apple watch wa already getting too close by the end of the day and the apple watch is not a device i will be upgrading every year more like every 3 or 4 year so the le often i need to pay to have the battery replaced the better with how i use the current apple watch i wa annoyed with having to recharge it in the same day for it to comfortably last before i went to bed which left no room for sleep tracking or just made doing so an inconvenience i like the idea that i will probably only have to charge the ultra while i am showering to ensure it never dy,"['Design Specifications', 'Software', 'Advertising']","[0.39363232254981995, 0.35485270619392395, 0.2515150010585785]",Design Specifications,['battery'],0.3936323225498199,NEGATIVE,0.9990645051002502
471,trading in my series 5 gold stainless for a series 8 gold stainless and also getting the ultra series 8 will be my dress up watch and the ultra i will wear pretty much all the time not into the extreme activity shown for the watch i just like the aesthetic longer battery life brightness and ruggedness i think there are more people like me out there than apple think there are who will get this watch,"['Design Specifications', 'Software', 'Advertising']","[0.44585493206977844, 0.3138386607170105, 0.24030640721321106]",Design Specifications,['battery'],0.4458549320697784,NEGATIVE,0.988309383392334
472,i want one of these just for the battery life there have been time when i have had to take the series 6 off and put it on the charger a couple hour before bed far earlier than i normally would just because i happened to work out for an extra hour or so that day i do not even use it for sleep tracking i wear it from about 8am to about midnight do a 2 3 hour workout in there somewhere if i am not being lazy and it is usually down to around 10 15percent by the end of the day i also avoid using the cellular feature or even having it away from my phone ever to avoid the cellular antenna turning on,"['Design Specifications', 'Advertising', 'Software']","[0.421960711479187, 0.3580538332462311, 0.2199854701757431]",Design Specifications,['battery'],0.421960711479187,NEGATIVE,0.9985266923904419
473,man that battery life is sounding almost like a garmin,"['Design Specifications', 'Software', 'Advertising']","[0.5495609045028687, 0.24532347917556763, 0.20511563122272491]",Design Specifications,['battery'],0.5495609045028687,NEGATIVE,0.9997794032096863
474,a an amature runner and hiker the garmin is battery is crucial and everything lasting a day and a half like the previous watch is a no go with everything in the apple ecosystem an apple smartwatch is a huge attraction my one gripe and the reason i will not buy it right now it is a rectangle,"['Design Specifications', 'Advertising', 'Software']","[0.3620526194572449, 0.3497718274593353, 0.2881756126880646]",Design Specifications,['battery'],0.3620526194572449,NEGATIVE,0.9615338444709778
475,my 5 6 year old samsung gear s3 frontier is black and none of the color is peeled and i still after all this time get two day plus of battery life original battery imagine that,"['Design Specifications', 'Software', 'Advertising']","[0.5172175168991089, 0.24786031246185303, 0.23492221534252167]",Design Specifications,['battery'],0.5172175168991089,NEGATIVE,0.9893144369125366
476,huawei is on another level for dollar500 i have a fully titanium watch and strap sapphire face with 14 day of battery life or 8 day of heavy use with all the same sensor workout tracking sleep tracking etc and it look classy or go with the older version for dollar200 and get the same thing with just slightly worse interface,"['Design Specifications', 'Advertising', 'Software']","[0.6611765027046204, 0.21431873738765717, 0.12450479716062546]",Design Specifications,['battery'],0.6611765027046204,NEGATIVE,0.9990744590759277
477,it is an expensive woman repeller if it were not and looked anywhere presentable at a dinner or a party it would be worth it just for the extra battery it would just last longer and pay for itself they should have still kept the regular titanium option for people who wanted sapphire glass but not the weight of steel and were still into getting as,"['Design Specifications', 'Advertising', 'Software']","[0.6115879416465759, 0.28226715326309204, 0.10614495724439621]",Design Specifications,['battery'],0.6115879416465759,NEGATIVE,0.9970045685768127
478,marque 69percent battery nice,"['Design Specifications', 'Advertising', 'Software']","[0.8228990435600281, 0.0982147604227066, 0.07888617366552353]",Design Specifications,['battery'],0.8228990435600281,POSITIVE,0.9980313181877136
479,fun fact i have casio watch that my brother got for his 7th birthday he is now 22 year old and the watch is still running on the same battery it came with,"['Design Specifications', 'Software', 'Advertising']","[0.44957301020622253, 0.34071287512779236, 0.2097141295671463]",Design Specifications,['battery'],0.4495730102062225,NEGATIVE,0.9012988209724426
480,amazfit gtr2 7 day battery,"['Design Specifications', 'Software', 'Advertising']","[0.5327999591827393, 0.395031213760376, 0.07216880470514297]",Design Specifications,['battery'],0.5327999591827393,NEGATIVE,0.9323883056640625
481,garmin watch battery last a week,"['Design Specifications', 'Software', 'Advertising']","[0.6598357558250427, 0.23514598608016968, 0.1050182431936264]",Design Specifications,['battery'],0.6598357558250427,NEGATIVE,0.9944244623184204
482,let is just buy it for battery life,"['Design Specifications', 'Software', 'Advertising']","[0.39920929074287415, 0.31776946783065796, 0.28302130103111267]",Design Specifications,['battery'],0.3992092907428741,NEGATIVE,0.9980644583702087
483,wait you compared a normal watch to a smart watch for battery life that doe not make sense,"['Design Specifications', 'Software', 'Advertising']","[0.5202255845069885, 0.2993590235710144, 0.1804153323173523]",Design Specifications,['battery'],0.5202255845069885,NEGATIVE,0.9996065497398376
484,i believe that serious sporty person those who are not going outdoors just for the pic will go with better more specialized and obviously with better battery choice such a garmin sunto etc,"['Design Specifications', 'Advertising', 'Software']","[0.6786260604858398, 0.16923826932907104, 0.1521356999874115]",Design Specifications,['battery'],0.6786260604858398,NEGATIVE,0.9966021776199341
485,wow 2 day few year ago huawei released their watch watch with 2 week of battery life with same feature ant cost 4 time lower american,"['Design Specifications', 'Software', 'Advertising']","[0.4346504211425781, 0.3221215307712555, 0.24322804808616638]",Design Specifications,['battery'],0.4346504211425781,NEGATIVE,0.96751469373703
486,a a skier this product seems very appealing being to go to the mountain and go into 10 degree weather without any worry seems very appealing a well a going camping for a multiday weekend and not needing to worry about the battery life,"['Design Specifications', 'Advertising', 'Software']","[0.7742034196853638, 0.1417066603899002, 0.08408994972705841]",Design Specifications,['battery'],0.7742034196853638,POSITIVE,0.9993513226509094
487,bad battery if you compare to even some 200dollar watch,"['Design Specifications', 'Advertising', 'Software']","[0.6038531064987183, 0.24994033575057983, 0.14620660245418549]",Design Specifications,['battery'],0.6038531064987183,NEGATIVE,0.9997825026512146
488,still garmins last for week if not month on battery like if i would be into so demending sport or working in rough environment garmin it is just a better choice,"['Design Specifications', 'Advertising', 'Software']","[0.5873242616653442, 0.2588382959365845, 0.15383750200271606]",Design Specifications,['battery'],0.5873242616653442,NEGATIVE,0.998431384563446
489,well i am a wheelchair patient so i do not do activity like hiking or diving etc but there are still some nice feature that this bigger apple watch ultra ha that appeal to me especially the bigger battery life since i can get longer out of this watch for my heart rate measuring it ha a nice big screen which i also really like i do like the orange color of the button a well though i also wish it would just come in black now a a fashion jewel i must say there are still big watch that people wear and go on special event on with and even though these watch are mostly truly jewel rolex they are also big if you wear the apple watch ultra you could use a more muted band maybe some type of off white or something like that which would color match the awu i think i might get this watch i am not completely sure yet the price is also something to consider a in my country the awu cost dollar1k,"['Design Specifications', 'Advertising', 'Software']","[0.4548055827617645, 0.31218141317367554, 0.23301300406455994]",Design Specifications,['battery'],0.4548055827617645,POSITIVE,0.9935193657875061
490,battery life is the only reason i want own one i never take a watch off,"['Design Specifications', 'Advertising', 'Software']","[0.5507585406303406, 0.25974634289741516, 0.18949508666992188]",Design Specifications,['battery'],0.5507585406303406,NEGATIVE,0.9938828945159912
491,i do not run swim or hike i just want a bigger watch face and longer battery life over my series 5 that last 16 hors max getting my ultra this friday,"['Design Specifications', 'Advertising', 'Software']","[0.5643054246902466, 0.2694874703884125, 0.16620711982250214]",Design Specifications,['battery'],0.5643054246902466,NEGATIVE,0.9962018132209778
492,69 percent battery markass nice,"['Design Specifications', 'Software', 'Advertising']","[0.5612574815750122, 0.26157471537590027, 0.17716780304908752]",Design Specifications,['battery'],0.5612574815750122,POSITIVE,0.9857088327407837
493,i feel like a large segment i fall into is missing people that cycle loooooong distance i ride century frequently and even though i may use a dedicated bike computer for speed cadence and the like i still use my apple watch for heart rate zone monitoring and calorie counting i can not make it through a full century without charging my watch i am upgrading my old series 4 to the ultra specifically for the battery life and gps a it relates to long distance cycling,"['Design Specifications', 'Software', 'Advertising']","[0.42949724197387695, 0.3573780655860901, 0.21312469244003296]",Design Specifications,['battery'],0.4294972419738769,NEGATIVE,0.9994586110115051
494,charged my garmin fenix 6 pro x about a week ago 11 day left exercised and or cycled every day with gps and heart rate transmit feature on i upgraded from an other garmin a a 3 day battery on a watch is unacceptable for me just my 2c i use about zero smart watch feature other than exercise and health tracking also my last watch had touch worst thing for a sport you do in glove and rain and mud,"['Design Specifications', 'Software', 'Advertising']","[0.47841334342956543, 0.35518887639045715, 0.1663978099822998]",Design Specifications,['battery'],0.4784133434295654,NEGATIVE,0.9996041655540466
495,i am an average college student at purdue university so my apple watch series 4 ha been great for my need i play disc golf on the purdue team and waypoints could be game changing being able to set them during a practice round will allow me to see where the basket is on blind tee shot see where my shot ending up in the past and have a better idea of the course the ability to measure how far my throw using waypoints is also super helpful information for consistency all this with a brighter screen and longer battery life wa hard to ignore i wa excited before watching your review but now i can not wait,"['Design Specifications', 'Software', 'Advertising']","[0.4011741280555725, 0.3449285626411438, 0.2538973093032837]",Design Specifications,['battery'],0.4011741280555725,POSITIVE,0.8322003483772278
496,unless these become compatible with regular magsafe it is not worth it to me i also feel like watch should have a week worth of battery i can not take measuring a watch is life in hour that being said this is coming from someone who is iphone 13 pro is at 93percent battery capacity so i am probably a worst case user,"['Design Specifications', 'Advertising', 'Software']","[0.4105033278465271, 0.313951700925827, 0.2755449116230011]",Design Specifications,['battery'],0.4105033278465271,NEGATIVE,0.9996106028556824
497,a a pilot the red filter for night flight is a massive upgrade in it self the brighter screen and better battery life is only the cherry on top of the cake ez decision even if it will never be used for any hardcore stuff,"['Design Specifications', 'Software', 'Advertising']","[0.7448256015777588, 0.16159012913703918, 0.09358429908752441]",Design Specifications,['battery'],0.7448256015777588,NEGATIVE,0.9891074895858765
498,so doe a 2 day plus battery to do 98percent of the regular stuff an se can do worth the price especially when you are most likely gon na end up at home with enough time to recharge,"['Design Specifications', 'Software', 'Advertising']","[0.5984868407249451, 0.22818699479103088, 0.17332617938518524]",Design Specifications,['battery'],0.5984868407249451,NEGATIVE,0.9920485615730286
499,you should try the huawei watch i get 5 day of battery time easy one mine it go up to 20 if i go eco with it,"['Design Specifications', 'Advertising', 'Software']","[0.4540051519870758, 0.3289499282836914, 0.21704484522342682]",Design Specifications,['battery'],0.4540051519870758,NEGATIVE,0.9921892881393433
500,wowzerz a whole 2 day on battery lol,"['Design Specifications', 'Software', 'Advertising']","[0.4713987708091736, 0.3182714283466339, 0.21032977104187012]",Design Specifications,['battery'],0.4713987708091736,NEGATIVE,0.9871189594268799
501,people will only buy this for the better battery life alone,"['Design Specifications', 'Advertising', 'Software']","[0.4281322658061981, 0.32487910985946655, 0.24698863923549652]",Design Specifications,['battery'],0.4281322658061981,NEGATIVE,0.999489426612854
502,i have no intent in using the ultra for these crazy activity i just like the look size battery and screen brightness so i ordered one,"['Design Specifications', 'Advertising', 'Software']","[0.6971762776374817, 0.190083310008049, 0.11274037510156631]",Design Specifications,['battery'],0.6971762776374817,NEGATIVE,0.9786160588264465
503,this fucking enormously ugly watch ha a long battery life no shit,"['Design Specifications', 'Software', 'Advertising']","[0.787321925163269, 0.11173033714294434, 0.10094772279262543]",Design Specifications,['battery'],0.787321925163269,NEGATIVE,0.9995566010475159
504,i am heart patient and i have seizure ecg and irregular heart rhythm detector wa pretty helpful to track on my heart beat even though it doe not detect hear attack but fall detection wa pretty helpful bc when i had huge fall during my seizure it sends my location to emergency contact but my series 7 watch got scratched during the episode just one scratch in middle of the screen and it bother me i use most of the feature in my watch so apple releasing a watch with extended battery and ruggedness is pretty helpful but in canada cost dollar1099 tax but it feel like it is worth it,"['Design Specifications', 'Software', 'Advertising']","[0.49949032068252563, 0.2605356276035309, 0.2399740368127823]",Design Specifications,['battery'],0.4994903206825256,NEGATIVE,0.6917361617088318
505,a garmin fenix ha an entire map of the united state with a 2 week battery life if im hardcore i would just buy that a bunch of waypoints are not useful,"['Design Specifications', 'Advertising', 'Software']","[0.5353854298591614, 0.24994942545890808, 0.21466514468193054]",Design Specifications,['battery'],0.5353854298591614,NEGATIVE,0.9993488192558289
506,aesthetic do not matter to those who are relying on the watch for what it doe v what it look like a an avid hiker that ha had the apple watch battery die on long hike this is a no brainer,"['Design Specifications', 'Software', 'Advertising']","[0.5368025302886963, 0.27796947956085205, 0.18522796034812927]",Design Specifications,['battery'],0.5368025302886963,NEGATIVE,0.7194284796714783
507,it is a powerhungry computer that is not really rugged that ha a poor battery which still can not sync to the ipad,"['Design Specifications', 'Advertising', 'Software']","[0.6250303983688354, 0.19973616302013397, 0.17523342370986938]",Design Specifications,['battery'],0.6250303983688354,NEGATIVE,0.9996700286865234
508,watch is for an urban hiker not a real one day battery life,"['Design Specifications', 'Advertising', 'Software']","[0.6918565630912781, 0.25010034441947937, 0.05804309621453285]",Design Specifications,['battery'],0.6918565630912781,NEGATIVE,0.9842042326927185
509,sleep with about 69percent of battery nice,"['Design Specifications', 'Software', 'Advertising']","[0.506894052028656, 0.39432090520858765, 0.09878510236740112]",Design Specifications,['battery'],0.506894052028656,NEGATIVE,0.9892106056213379
510,i run ultra marathon and i still got a garmin forerunner instead the battery life for this may still not be enough for me not to mention all the other accessory you can connect with garmin for exercise the garmin ha 48 hour of battery in gps mode and week of a charge in smart watch mode i currently have the apple watch series 4 a well i am looking to break a little more from the apple walled garden,"['Design Specifications', 'Software', 'Advertising']","[0.4828168451786041, 0.2928937077522278, 0.22428947687149048]",Design Specifications,['battery'],0.4828168451786041,NEGATIVE,0.9908141493797302
511,i do not like having a case to prevent scratch i know what you about the playground issue i need a better battery and etc because i like to sleep with watch on honestly i just like deep dive aspect of it because i do not trust the whole water resistant sale point,"['Design Specifications', 'Software', 'Advertising']","[0.4166300594806671, 0.3092644512653351, 0.27410539984703064]",Design Specifications,['battery'],0.4166300594806671,NEGATIVE,0.9946019649505615
512,my xioami wrist band ha everything i need and the battery last 2 week,"['Design Specifications', 'Advertising', 'Software']","[0.5581940412521362, 0.22199121117591858, 0.21981482207775116]",Design Specifications,['battery'],0.5581940412521362,NEGATIVE,0.9685904383659363
513,alright i loved the paper and people drawing but even i can not be the triathlon guy or whatever but i think that anyone on those ring that you draw everyone want good battery life and i am not using always on and i also disable background app refresh on my apple watch i am sure that i can get a lot with the ultra i am using series 5 a bit old now and over time with all the feature turn down like i have said i can do a day like 24h period and if i have like someone calling me like let is do a party or something or just hanging out late i know that i need ultra time to recharge my serie 5 and think about that throughout my day i just want the battery from the ultra or near well i know that the serie 7 or 8 battery are way better tho i do not know,"['Design Specifications', 'Advertising', 'Software']","[0.532683789730072, 0.28107839822769165, 0.1862378567457199]",Design Specifications,['battery'],0.532683789730072,NEGATIVE,0.9984347224235535
514,this is the best with the red light battery sat connectivity 100 meter 2000nitts i mean this is the best,"['Design Specifications', 'Software', 'Advertising']","[0.6566161513328552, 0.24166473746299744, 0.10171910375356674]",Design Specifications,['battery'],0.6566161513328552,POSITIVE,0.9994741082191467
515,800 dollar with 72 hour of battery,"['Design Specifications', 'Advertising', 'Software']","[0.7432553768157959, 0.13253821432590485, 0.12420641630887985]",Design Specifications,['battery'],0.7432553768157959,NEGATIVE,0.8318130970001221
516,but it is still dollar800 and for that the battery life is not there make it solar and i will consider it it need a way to changing itself if you are outdoors or lost,"['Design Specifications', 'Advertising', 'Software']","[0.5149873495101929, 0.298994243144989, 0.18601837754249573]",Design Specifications,['battery'],0.5149873495101929,NEGATIVE,0.9969106316566467
517,apple watch ultra v g shock apple watch battery measured in day the casio in year apple watch shock and water resistant casio is tank and missile resistant apple watch will last up to 5 year casio 5 decade maybe more apple watch 799dollar casio g shock pro trek with the same feature about 300dollar,"['Design Specifications', 'Software', 'Advertising']","[0.46762093901634216, 0.2746634781360626, 0.25771552324295044]",Design Specifications,['battery'],0.4676209390163421,NEGATIVE,0.9868630170822144
518,i do not get why i see a lot of people say if you buy this your basically being a tool or like a very showy type of person in my opinion it look awesome and it ha that extra battery i do not think you really have to be an extreme athlete to be able to rock this just the battery alone make it worth it for the average person,"['Design Specifications', 'Advertising', 'Software']","[0.5320751667022705, 0.2537119388580322, 0.21421286463737488]",Design Specifications,['battery'],0.5320751667022705,POSITIVE,0.9837994575500488
519,i would not normally need that kind of watch but battery is the key i only do 1 2h run with gps tracking and cellular apple music via airpods this is too much for my se even with 98percent capacity i need at least 80percent battery to hope the watch would last the whole run with le battery it pretty much always die,"['Design Specifications', 'Advertising', 'Software']","[0.4686463475227356, 0.27759242057800293, 0.2537612318992615]",Design Specifications,['battery'],0.4686463475227356,NEGATIVE,0.9995480179786682
520,i am a professional diver meaning i make my living scuba diving and carry liability insurance i wa excited to hear apple wa making a watch that had diving capability but after looking at all the spec for this i got ta say they missed the mark for your once a year recreational diver it is fine i guess but for a professional it is still under par let me explain 1 yes it is missing air integration meaning i can not see my tank pressure from the computer and that to me is the most basic function of current dive computer 2 no depth gauge below 40 meter is no problem for rex diver but a a rebreather instructor i want a dive computer that will go a deep a i plan which could be 250ft 3 battery life is still sad my sherwater teric can go for well over a week not a dealbreaker but still is a disappointment 4 but for me the main concern i have is that it is an app most dive computer that is all they do calculate important info to keep you safe but i am trusting an app on a watch that wa not solely made for diving and to top it all off you have to pay a monthly subscription fee just to use the app that is just dumb i get that it is a watch that doe a lot and im glad they are making an effort but when it come to my safety and access to info i think i would stick to my teric for now but who know for the future,"['Design Specifications', 'Software', 'Advertising']","[0.5118799805641174, 0.39730483293533325, 0.09081520885229111]",Design Specifications,['battery'],0.5118799805641174,NEGATIVE,0.9957333207130432
521,good for apple finally getting the battery upgraded although garmin still owns them in that aspect and most fitness need,"['Design Specifications', 'Software', 'Advertising']","[0.4355911910533905, 0.3271636664867401, 0.23724515736103058]",Design Specifications,['battery'],0.4355911910533905,POSITIVE,0.8676218390464783
522,so the only thing holding me back from faulting the apple watch ha been the disgustingly horrendous battery life and the ultra with it improved but still absolutely terrible battery is still not nearly enough all fitbit watch easily 4 7 day and generally have superior health and fitness tracking on the higher end model to the compared to the regular apple watch at half the price my current huawei watch get about 9 12 day with all of the same feature,"['Design Specifications', 'Advertising', 'Software']","[0.5099610090255737, 0.327254980802536, 0.16278403997421265]",Design Specifications,['battery'],0.5099610090255737,NEGATIVE,0.8292906284332275
523,im sorry but the battery isnt close to what garmin is bringing to the table,"['Design Specifications', 'Advertising', 'Software']","[0.49779415130615234, 0.3472486436367035, 0.15495721995830536]",Design Specifications,['battery'],0.4977941513061523,NEGATIVE,0.9919671416282654
524,69 percent battery nice,"['Design Specifications', 'Software', 'Advertising']","[0.614348292350769, 0.24439920485019684, 0.14125245809555054]",Design Specifications,"['battery', 'battery']",0.614348292350769,POSITIVE,0.9933480620384216
525,haha you name drop met gala nice review indeed a regular watch shape may give more battery space,"['Design Specifications', 'Advertising', 'Software']","[0.4062747061252594, 0.37586650252342224, 0.21785880625247955]",Design Specifications,['battery'],0.4062747061252594,NEGATIVE,0.9812124371528625
526,they could give this much battery life in ultra they can give it for the same in other model is to mention they will not,"['Design Specifications', 'Software', 'Advertising']","[0.4823895990848541, 0.2674259543418884, 0.25018447637557983]",Design Specifications,['battery'],0.4823895990848541,NEGATIVE,0.9961857199668884
527,the watch is battery can last for longer period of time it can handle extreme temperature water restiant comfortable on wrist and suprisingly longer than it look it make it easy for scuba diver to track live depth in the ocean the temperature of the water surrounding them it is great for mountain climber it can stay on say they knocked off or slip they can track their way back to a starting point if the they got lost it is especially in my opinion for runner and trainer it work like another stopwatch but can track your heart rate measure the amount of caloreis that you have burned after training and stay on your wrist while you run something that have i have kind of noticed is that the watch ha basic mobile apps meaning you can kind of treat it a thought it is a phone on your wrist one hundred percent worth the money for the people that regularly do these thing not really for everyday use but not bad for it either,"['Design Specifications', 'Software', 'Advertising']","[0.47719448804855347, 0.28980547189712524, 0.23300008475780487]",Design Specifications,['battery'],0.4771944880485534,NEGATIVE,0.9013926386833191
528,increased battery life on mobile tech will grab anyone is attention but if people really think about it their battery life is not a problem,"['Design Specifications', 'Advertising', 'Software']","[0.5171104669570923, 0.3054717183113098, 0.17741777002811432]",Design Specifications,['battery'],0.5171104669570923,NEGATIVE,0.979650616645813
529,2 and a half day battery life is not that impressive,"['Design Specifications', 'Software', 'Advertising']","[0.5387275815010071, 0.25570061802864075, 0.20557183027267456]",Design Specifications,['battery'],0.5387275815010071,NEGATIVE,0.9996871948242188
530,you can spend more on a stainless steel one with worse battery life so it is definitely worth it a larger screen a well,"['Design Specifications', 'Advertising', 'Software']","[0.4753257632255554, 0.27142783999443054, 0.25324636697769165]",Design Specifications,['battery'],0.4753257632255554,POSITIVE,0.9994997978210449
531,69percent battery nice lmao this man,"['Design Specifications', 'Software', 'Advertising']","[0.6146594285964966, 0.19353501498699188, 0.19180551171302795]",Design Specifications,['battery'],0.6146594285964966,POSITIVE,0.9679374694824219
532,69 percent battery nice ha,"['Design Specifications', 'Software', 'Advertising']","[0.5790718197822571, 0.2519674599170685, 0.1689607799053192]",Design Specifications,['battery'],0.5790718197822571,POSITIVE,0.8984933495521545
533,outdoor watch with 2day battery life what a joke,"['Design Specifications', 'Advertising', 'Software']","[0.6013180613517761, 0.3144018054008484, 0.08428006619215012]",Design Specifications,['battery'],0.6013180613517761,NEGATIVE,0.9857778549194336
534,shitpple im tired charging series7 every night give u 5 day battery life on ultra at least at those money,"['Design Specifications', 'Software', 'Advertising']","[0.3804706335067749, 0.36692875623703003, 0.2526005804538727]",Design Specifications,['battery'],0.3804706335067749,NEGATIVE,0.9983659386634827
535,for that price i would still go with the garmin fenix it give you about 4 week battery life,"['Design Specifications', 'Advertising', 'Software']","[0.4210120439529419, 0.28989294171333313, 0.289095014333725]",Design Specifications,['battery'],0.4210120439529419,NEGATIVE,0.9890422224998474
536,well spending this much money on a device that can not get it battery replaced even by apple technician,"['Design Specifications', 'Advertising', 'Software']","[0.526890754699707, 0.284423828125, 0.18868540227413177]",Design Specifications,['battery'],0.526890754699707,NEGATIVE,0.9967646598815918
537,i would compare this watch to an analogue dive watch in that most people will not use the core functionality however i would say there are some good looking benefit that people could want this watch for outside of the hardcore user i e people who want the best battery life even if that is just for normal functionality to name one of many potential pull factor for normal people wanting to buy this watch,"['Design Specifications', 'Advertising', 'Software']","[0.4533442258834839, 0.2790331542491913, 0.26762259006500244]",Design Specifications,['battery'],0.4533442258834839,NEGATIVE,0.9605659246444702
538,not gon na fly for real pro user until battery will be at least a week hiker want to worry last about their watch dying mid trip yes they introduced low power mode and that will be longer but with the cost of cutting off feautres so whats the point then to get 1000 watch this watch seems like very weird choice pro people will stick to their garmins maybe for diving thats fine i realy lliked the ruggedness of the watch but paying 1000 buck for feautures that i wont ever use seems stupid another thing if they would introduce rugged version of regular series 8 for le price,"['Design Specifications', 'Advertising', 'Software']","[0.40896686911582947, 0.3508189916610718, 0.24021413922309875]",Design Specifications,['battery'],0.4089668691158294,NEGATIVE,0.9985184073448181
539,i just want the battery life because i hate charging my battery everyday,"['Design Specifications', 'Software', 'Advertising']","[0.4278832674026489, 0.3397890329360962, 0.2323276847600937]",Design Specifications,['battery'],0.4278832674026489,NEGATIVE,0.9896696209907532
540,i can come up with nearly any number of us excuse for buying this but i do not have dollar800 lying around after i bought the 14 pro i also feel certain there will be some new feature for the aw9 ultra about a year from now i like the serious hiker excuse we all know how they drag usb battery around with a bag of cable for all their gadget and the special wax and bone comb for the beard or not,"['Design Specifications', 'Advertising', 'Software']","[0.4662194848060608, 0.27308037877082825, 0.26070016622543335]",Design Specifications,['battery'],0.4662194848060608,NEGATIVE,0.9957553148269653
541,i love the watch but like samsungs pro not the price my now 2yr old dollar100 refurbished amazon gear s3 frontier ha been great for me i love the larger type watch amp i wear mine in saltwater while fishing the texas coast amp not a single issue i still get 2 day battery but i just put it on charge at night when i go to bed can not beat a dollar100 refurbished gear s3,"['Design Specifications', 'Advertising', 'Software']","[0.4898587167263031, 0.3522322475910187, 0.15790905058383942]",Design Specifications,['battery'],0.4898587167263031,NEGATIVE,0.8517472147941589
542,if apple really wanted this watch to live up to the name ultra why did not they put a solar powered battery in it designer watch like citizen and movado use solar power battery why not an apple watch apple is all about protecting the environment and at least this way they can remove another item from the box,"['Design Specifications', 'Software', 'Advertising']","[0.56226646900177, 0.2329632043838501, 0.2047703117132187]",Design Specifications,['battery'],0.56226646900177,NEGATIVE,0.9974392652511597
543,it can never touch even the garmin sq 2 for battery life and everything,"['Design Specifications', 'Software', 'Advertising']","[0.4952280819416046, 0.30141332745552063, 0.20335856080055237]",Design Specifications,['battery'],0.4952280819416046,NEGATIVE,0.9972975850105286
